"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Josh Allen","QB","BUF",32.6,21,221.6,1.5,0.9,7,33.4,0.4,0,0,0,18.8,18.8," -- Over UD Pass Attempts of 30 -- Over PP Pass Attempts of 30"
"Brock Purdy","QB","SF",34.6,22.1,244.1,1.2,0.8,6.3,26.2,0.1,0,0,0,16.2,16.2," -- Over UD Pass Plus Rush Yards of 245.5 -- Over PP Pass Plus Rush Yards of 245.5"
"Sam Darnold","QB","MIN",34,21.9,256.7,1.6,0.9,4.3,14.3,0.3,0,0,0,18.1,18.1,""
"Kyler Murray","QB","ARI",34,21.4,224.6,1.2,0.8,6,37.9,0.2,0,0,0,17.2,17.2," -- Over UD Rush Yards of 24.5 -- Over PP Rush Yards of: 23.5"
"Lamar Jackson","QB","BAL",32,19.8,221.9,1.5,0.7,7.3,37.2,0.1,0,0,0,17.8,17.8," -- Under UD Fantasy Score of 21.55"
"Jalen Hurts","QB","PHI",31.8,19.9,233.1,1,0.8,8.5,32.6,0.8,0,0,0,19.8,19.8," -- Under UD Fantasy Score of 21.75"
"Cooper Rush","QB","DAL",34.2,22.3,220,1.3,0.7,0.5,0.6,0.1,0,0,0,13.3,13.3,""
"Drew Lock","QB","NYG",32.5,20.1,210.9,1.1,0.9,1.5,14.1,0.2,0,0,0,13.6,13.6,""
"Joe Burrow","QB","CIN",38.7,25.6,273.1,2,0.8,4.5,17.3,0.1,0,0,0,19.7,19.7,""
"Russell Wilson","QB","PIT",33.1,20.2,233.6,1.1,0.5,4.1,16.3,0.2,0,0,0,15.6,15.6,""
"Jayden Daniels","QB","WAS",31.4,19.8,214.5,1.3,0.8,9.7,41.5,0.3,0,0,0,18.1,18.1,""
"Will Levis","QB","TEN",32.8,20.9,217,1.2,0.8,5.9,24,0.1,0,0,0,14.9,14.9," -- Over UD Pass Attempts of 28.5 -- Over PP Pass Attempts of 28.5 -- Over UD Completions of 17.5 -- Over PP Completions of 17.5 -- Over UD Pass Plus Rush Yards of 226.5"
"Kirk Cousins","QB","ATL",44.1,28.3,309.9,2,0.6,0.5,2.4,0.1,0,0,0,20,20," -- Over UD Pass Plus Rush Yards of 242.5 -- Over PP Pass Plus Rush Yards of 240.5 -- Over UD Fantasy Score of 15.85 -- Over PP Fantasy Score of 15.5"
"Justin Herbert","QB","LAC",29.1,18.4,211.1,1.7,0.2,4.2,19.4,0.1,0,0,0,17.4,17.4," -- Under UD Pass Plus Rush Yards of 274.5 -- Under PP Pass Plus Rush Yards of 270.5"
"Trevor Lawrence","QB","JAC",31.3,20.1,213.9,1.2,0.9,3.6,18.3,0.2,0,0,0,14.6,14.6,""
"Aaron Rodgers","QB","NYJ",36.1,23.3,237.1,1.4,0.6,1.5,6.5,0.1,0,0,0,15.1,15.1," -- Over PP Fantasy Score of 13.5"
"Geno Smith","QB","SEA",39.9,26.1,260.8,1.5,0.6,3.3,16.9,0.1,0,0,0,17.5,17.5," -- Over UD Pass Attempts of 32.5 -- Over PP Pass Attempts of 32.5 -- Over PP Fantasy Score of 15.5"
"Bo Nix","QB","DEN",31.7,19.6,207.1,1.2,0.8,5.3,27,0.6,0,0,0,17.8,17.8," -- Over UD Rush Yards of 19.5"
"Jameis Winston","QB","CLE",39.1,24.4,237.4,1.1,1.1,4.5,14.8,0.2,0,0,0,14.4,14.4," -- Over UD Pass Attempts of 35 -- Over PP Pass Attempts of 35 -- Over UD Completions of 21.5 -- Over PP Completions of 21.5 -- Over UD Rush Yards of 7.5 -- Over UD Pass Plus Rush Yards of 238.5 -- Over PP Pass Plus Rush Yards of 241.5"
"Chuba Hubbard","RB","CAR",0,0,0,0,0,19.1,73.1,0.7,2.5,14.7,0.2,15.4,16.7," -- Over PP Carries of: 16.5"
"Bucky Irving","RB","TB",0,0,0,0,0,14.6,73,0.5,3.1,27.7,0.2,15.8,17.4," -- Over PP Carries of: 11.5 -- Over UD Rush Yards of 60.5 -- Over PP Rush Yards of: 58.5"
"Alvin Kamara","RB","NO",0,0,0,0,0,14.6,61.1,0.5,5.5,42.8,0.2,17.3,20.1," -- Under UD Rush Yards of 64.5"
"Kyren Williams","RB","LAR",0,0,0,0,0,18.4,90.1,0.9,1.1,7.3,0.2,16.9,17.4," -- Over UD Rush Yards of 79.5 -- Under UD Receiving Yards of 12.5 -- Under PP Receiving Yards of 11.5"
"Jahmyr Gibbs","RB","DET",0,0,0,0,0,14,81.3,0.7,2.3,24.4,0.2,17.1,18.3,""
"D'Andre Swift","RB","CHI",0,0,0,0,0,14.6,60.2,0.4,2.8,25.4,0.1,13,14.4,""
"Tank Bigsby","RB","JAC",0,0,0,0,0,13,62.5,0.5,0.4,3.3,0.1,10.4,10.6," -- Over UD Rush Yards of 36.5 -- Over PP Rush Yards of: 36.5"
"Joe Mixon","RB","HOU",0,0,0,0,0,19.6,85.9,0.8,2.3,22.2,0.2,18,19.1,""
"Rhamondre Stevenson","RB","NE",0,0,0,0,0,14,59.2,0.8,2,10.9,0.1,13.4,14.4," -- Under UD Receptions of 2.5 -- Under PP Receptions of 2.5"
"Jonathan Taylor","RB","IND",0,0,0,0,0,16.5,72.8,0.8,1.5,9.9,0.2,15,15.8," -- Under UD Carries of 19.5 -- Under PP Carries of 19.5 -- Under UD Rush Yards of 79.5"
"Isiah Pacheco","RB","KC",0,0,0,0,0,12.4,59,0.6,1.8,14.3,0.2,13,13.9,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,9.2,22.3,0.3,3.2,21.9,0.2,9,10.6,""
"Josh Jacobs","RB","GB",0,0,0,0,0,20,93.1,0.6,2.3,15,0.2,16.8,17.9,""
"De'Von Achane","RB","MIA",0,0,0,0,0,11.1,60.3,0.5,4.1,35.5,0.4,17,19.1,""
"James Cook","RB","BUF",0,0,0,0,0,13.5,66.6,0.7,2.4,17,0.2,15,16.2,""
"Christian McCaffrey","RB","SF",0,0,0,0,0,16.6,77.4,0.6,4,37.1,0.3,18.9,20.9," -- Over UD Rush Yards of 60.5 -- Over PP Rush Yards of: 60.5 -- Over UD Fantasy Score of 14.35"
"Aaron Jones","RB","MIN",0,0,0,0,0,12.7,61.6,0.5,2.7,23.5,0.2,14.1,15.4," -- Under UD Carries of 16 -- Under PP Carries of 16 -- Under UD Rush Yards of 65.5 -- Under PP Rush Yards of 66.5"
"James Conner","RB","ARI",0,0,0,0,0,13.3,59.8,0.6,2.4,22.5,0.1,13.6,14.8," -- Over UD Rush Yards of 48.5 -- Over PP Rush Yards of: 47.5 -- Under PP Receptions of 3"
"Derrick Henry","RB","BAL",0,0,0,0,0,18.7,88,1.1,0.8,6.5,0.2,17.6,18.1,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,18.2,90.3,0.7,3.1,24.1,0.2,18.4,19.9," -- Over PP Receptions of 2.5"
"Rico Dowdle","RB","DAL",0,0,0,0,0,14.1,63.2,0.5,2.4,16.1,0.2,13.3,14.5,""
"Tyrone Tracy","RB","NYG",0,0,0,0,0,17.6,79.9,0.4,1.9,18,0.2,14.3,15.3,""
"Chase Brown","RB","CIN",0,0,0,0,0,16.7,71.3,0.6,4,27.1,0.2,16.6,18.6,""
"Najee Harris","RB","PIT",0,0,0,0,0,14.8,61.8,0.6,2.2,19.1,0.1,13.4,14.5," -- Over UD Receiving Yards of 9.5"
"Brian Robinson","RB","WAS",0,0,0,0,0,13.1,52,0.7,2,15.8,0.2,13.2,14.2,""
"Tony Pollard","RB","TEN",0,0,0,0,0,15,66.1,0.5,2.9,15.8,0.2,13.8,15.3,""
"Bijan Robinson","RB","ATL",0,0,0,0,0,15.5,68.9,0.6,4.3,34.6,0.2,17.3,19.5," -- Under UD Rush Yards of 74.5 -- Under PP Rush Yards of 74.5 -- Under PP Fantasy Score of 18.5"
"Gus Edwards","RB","LAC",0,0,0,0,0,15.2,64,0.5,1.3,6.6,0.2,11.9,12.6," -- Over UD Carries of 12.5 -- Over UD Rush Yards of 46.5 -- Over PP Rush Yards of: 45.5"
"Breece Hall","RB","NYJ",0,0,0,0,0,14.9,64.3,0.5,3.7,33.7,0.2,15.8,17.7,""
"Kenneth Walker","RB","SEA",0,0,0,0,0,16.6,69.4,0.7,3.4,23.2,0.2,16.4,18.1,""
"Javonte Williams","RB","DEN",0,0,0,0,0,11.4,46.1,0.5,2.3,16.8,0.2,11.6,12.8,""
"Nick Chubb","RB","CLE",0,0,0,0,0,12.7,56.7,0.5,1.2,9.6,0.1,10.8,11.4," -- Under UD Carries of 15.5"
"Jonathon Brooks","RB","CAR",0,0,0,0,0,4,13.3,0.1,0.6,4,0.1,3.2,3.5,""
"Rachaad White","RB","TB",0,0,0,0,0,8.5,41.7,0.2,3.7,31.6,0.5,13.4,15.2," -- Over UD Receiving Yards of 17.5 -- Over PP Receiving Yards of 17.5 -- Over UD Fantasy Score of 10.25"
"Jamaal Williams","RB","NO",0,0,0,0,0,3.2,10.4,0.1,0.5,3.2,0.1,2.8,3.1,""
"Blake Corum","RB","LAR",0,0,0,0,0,4.3,17.6,0.2,0.4,2.4,0.1,4,4.2,""
"David Montgomery","RB","DET",0,0,0,0,0,12.3,58.4,0.8,2,19.5,0.1,14.2,15.2,""
"Roschon Johnson","RB","CHI",0,0,0,0,0,3.6,13,0.5,0.6,4.4,0.1,5.6,5.9,""
"Travis Etienne","RB","JAC",0,0,0,0,0,9.8,40.1,0.4,2.4,10.8,0.1,9.3,10.5," -- Under PP Receiving Yards of 13.5"
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0,0,0.1,1,4.8,0.1,2.2,2.7,""
"Antonio Gibson","RB","NE",0,0,0,0,0,3.5,16.6,0.1,0.9,5.8,0.1,3.9,4.3,""
"Tyler Goodson","RB","IND",0,0,0,0,0,3.4,17.6,0.1,4.3,20.6,0.5,9.6,11.7,""
"Kareem Hunt","RB","KC",0,0,0,0,0,11.6,41,0.5,1,8.5,0.1,9.1,9.6,""
"Sincere McCormick","RB","LV",0,0,0,0,0,9.3,32.3,0.2,0,0,0.1,5,5,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,4.5,26.9,0.2,0.9,4.7,0.2,6,6.5,""
"Jaylen Wright","RB","MIA",0,0,0,0,0,7.2,25.6,0.3,0,0,0.1,5,5,""
"Ray Davis","RB","BUF",0,0,0,0,0,8.5,34.4,0.2,1.3,11.3,0.1,7,7.7,""
"Jordan Mason","RB","SF",0,0,0,0,0,4.5,21,0.2,0,0,0.1,3.9,3.9,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.8,31.8,0.2,1.1,6.2,0.2,6.8,7.3,""
"Trey Benson","RB","ARI",0,0,0,0,0,7.7,28,0.2,0.5,5.6,0.1,5.4,5.7,""
"Justice Hill","RB","BAL",0,0,0,0,0,2.9,12.9,0.1,2.2,17.4,0.2,5.9,7,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,3.8,16.8,0.1,1.9,8.8,0.1,4.7,5.7,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,5.7,20.3,0.3,0.8,4.8,0.1,5.3,5.7,""
"Devin Singletary","RB","NYG",0,0,0,0,0,5.1,25.2,0.2,0.9,6.9,0.1,5.5,5.9,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,3.6,16.5,0.2,0,0,0.1,3.5,3.5,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,7.5,37.7,0.4,2.5,19.7,0.1,10,11.2," -- Under UD Carries of 9.5 -- Under PP Carries of 9.5"
"Jeremy McNichols","RB","WAS",0,0,0,0,0,6.5,30.5,0.4,0.9,6.3,0.1,7.1,7.6,""
"Tyjae Spears","RB","TEN",0,0,0,0,0,4.3,19.9,0.2,2.6,13.3,0.1,6.4,7.7,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,10.7,42.2,0.3,0.2,1.6,0.1,6.9,7," -- Over UD Rush Yards of 26.5 -- Over PP Rush Yards of: 26.5"
"Kimani Vidal","RB","LAC",0,0,0,0,0,4.3,17.5,0.2,1.7,7.7,0.2,5.8,6.6,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,7.4,27.3,0.4,0.9,7.4,0.2,7.5,8,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,4.9,20,0.3,1.9,11.1,0.1,6.5,7.4,""
"Audric Estime","RB","DEN",0,0,0,0,0,6.8,28.5,0.2,0.6,3,0.1,5.3,5.6,""
"Jerome Ford","RB","CLE",0,0,0,0,0,3.7,17.5,0.1,3.2,20.6,0.2,7.2,8.8," -- Over UD Receiving Yards of 12.5"
"Raheem Blackshear","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"D'Ernest Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"JaMycal Hasty","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Trey Sermon","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Emari Demercado","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Keaton Mitchell","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Eric Gray","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Jaleel McLaughlin","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Xavier Legette","wr","CAR",0,0,0,0,0,0.4,2.1,0,3.5,46.7,0.4,9,10.8," -- Over UD Fantasy Score of 7.55"
"Mike Evans","wr","TB",0,0,0,0,0,0,0,0,4.1,66.7,0.9,14.1,16.2," -- Over UD Fantasy Score of 12.05"
"Marquez Valdes-Scantling","wr","NO",0,0,0,0,0,0,0,0,2.5,49.2,0.4,8.6,9.8," -- Over UD Receiving Yards of 36.5 -- Over PP Receiving Yards of 35.5"
"Cooper Kupp","wr","LAR",0,0,0,0,0,0.4,2,0,7.8,79.7,0.7,16.3,20.2,""
"Amon-Ra St Brown","wr","DET",0,0,0,0,0,0,0,0,7.3,72.6,0.7,15.1,18.8,""
"DJ Moore","wr","CHI",0,0,0,0,0,0.7,3.2,0,4.6,55.9,0.4,10.6,12.9,""
"Brian Thomas Jr","wr","JAC",0,0,0,0,0,0.3,1.7,0,3.7,62.2,0.6,11.8,13.7,""
"Nico Collins","wr","HOU",0,0,0,0,0,0,0,0,6.7,114.9,0.7,19,22.4," -- Over UD Receiving Yards of 85.5 -- Over PP Receiving Yards of 86.5 -- Over UD Fantasy Score of 15.15"
"Demario Douglas","wr","NE",0,0,0,0,0,0.2,1.2,0,3.6,44.7,0.2,7.6,9.4,""
"Michael Pittman Jr","wr","IND",0,0,0,0,0,0,0,0,5.5,52.7,0.2,9.2,12,""
"DeAndre Hopkins","wr","KC",0,0,0,0,0,0,0,0,4.3,51.9,0.6,10.9,13.1,""
"Jakobi Meyers","wr","LV",0,0,0,0,0,0.6,2.4,0,5.6,66.6,0.3,11.5,14.3,""
"Jayden Reed","wr","GB",0,0,0,0,0,0.8,9,0.1,3.7,54.6,0.3,10.6,12.5,""
"Tyreek Hill","wr","MIA",0,0,0,0,0,1,4.5,0,4.6,60.4,0.4,11.2,13.5,""
"Khalil Shakir","wr","BUF",0,0,0,0,0,0,0,0,5.3,55.2,0.2,9.4,12," -- Under PP Fantasy Score of 13"
"Jauan Jennings","wr","SF",0,0,0,0,0,0,0,0,4.9,54.4,0.4,10.3,12.7," -- Over PP Receptions of 4.5 -- Under PP Fantasy Score of 11.5"
"Justin Jefferson","wr","MIN",0,0,0,0,0,0.1,0.6,0,5.6,86.8,0.4,13.9,16.7," -- Under PP Fantasy Score of 16.5"
"Marvin Harrison Jr","wr","ARI",0,0,0,0,0,0,0,0,3.3,48.5,0.6,10.1,11.8,""
"Zay Flowers","wr","BAL",0,0,0,0,0,0.6,3.8,0,4.6,65.9,0.5,12.3,14.6," -- Under PP Fantasy Score of 13"
"AJ Brown","wr","PHI",0,0,0,0,0,0,0,0,5.1,96,0.5,15.2,17.7,""
"CeeDee Lamb","wr","DAL",0,0,0,0,0,1.4,9.6,0.1,6.7,75.8,0.5,15.5,18.8,""
"Malik Nabers","wr","NYG",0,0,0,0,0,0,0,0,5.3,59.8,0.5,11.6,14.3,""
"JaMarr Chase","wr","CIN",0,0,0,0,0,0.3,1.1,0,6.1,91.2,0.9,17.7,20.7,""
"George Pickens","wr","PIT",0,0,0,0,0,0,0,0,5.6,78.9,0.5,13.7,16.5," -- Over PP Receptions of 4.5 -- Under PP Fantasy Score of 14.5"
"Terry McLaurin","wr","WAS",0,0,0,0,0,0,0,0,4.4,66.2,0.7,13,15.2," -- Over UD Receiving Yards of 54.5 -- Over PP Receiving Yards of 54.5"
"Calvin Ridley","wr","TEN",0,0,0,0,0,0.6,2.8,0,4.9,65.9,0.4,11.7,14.2," -- Over PP Receptions of 4.5 -- Under PP Fantasy Score of 13"
"Drake London","wr","ATL",0,0,0,0,0,0,0,0,5.7,67.7,0.7,13.8,16.7," -- Under PP Fantasy Score of 14.5"
"Ladd McConkey","wr","LAC",0,0,0,0,0,0,0,0,4.6,67.1,0.6,12.6,14.9," -- Under PP Receptions of 5 -- Under UD Receiving Yards of 68.5 -- Under PP Receiving Yards of 68.5 -- Under PP Fantasy Score of 14"
"Garrett Wilson","wr","NYJ",0,0,0,0,0,0.3,1.2,0,6.1,71,0.6,13.9,16.9,""
"DK Metcalf","wr","SEA",0,0,0,0,0,0,0,0,4.5,65.6,0.5,11.8,14.1," -- Over UD Receiving Yards of 55.5"
"Courtland Sutton","wr","DEN",0,0,0,0,0,0,0,0,5.9,84.7,0.6,15,18," -- Over UD Receiving Yards of 63.5 -- Over PP Receiving Yards of 64.5 -- Over UD Fantasy Score of 11.35"
"Jerry Jeudy","wr","CLE",0,0,0,0,0,0,0,0,4.6,67,0.3,10.8,13.1," -- Under PP Fantasy Score of 12.5"
"Adam Thielen","wr","CAR",0,0,0,0,0,0,0,0,3.5,47.6,0.3,8.3,10.1," -- Under PP Fantasy Score of 9"
"Sterling Shepard","wr","TB",0,0,0,0,0,0.7,6.5,0,2.6,17.7,0.1,4.3,5.6," -- Under UD Receiving Yards of 21.5 -- Under PP Receiving Yards of 21.5"
"Kevin Austin","wr","NO",0,0,0,0,0,0,0,0,1.3,15.5,0.2,3.4,4," -- Under UD Receiving Yards of 26.5 -- Under PP Receiving Yards of 24.5"
"Puka Nacua","wr","LAR",0,0,0,0,0,0.3,2.5,0,6.7,85.1,0.5,15.1,18.5," -- Under PP Fantasy Score of 17"
"Jameson Williams","wr","DET",0,0,0,0,0,0.6,4.5,0,3,62.3,0.4,10.6,12.1,""
"Keenan Allen","wr","CHI",0,0,0,0,0,0,0,0,6,64.3,0.4,11.8,14.8,""
"Parker Washington","wr","JAC",0,0,0,0,0,0,0,0,1.4,27.7,0.2,4.7,5.4,""
"Tank Dell","wr","HOU",0,0,0,0,0,0.8,3.4,0,4.1,49.3,0.6,10.9,13,""
"Kendrick Bourne","wr","NE",0,0,0,0,0,0,0,0,2.3,32.7,0.2,5.6,6.8," -- Under PP Fantasy Score of 6.5"
"Alec Pierce","wr","IND",0,0,0,0,0,0,0,0,2.5,48.2,0.4,8.5,9.7,""
"Xavier Worthy","wr","KC",0,0,0,0,0,0.7,4.3,0.1,2.2,30.3,0.4,7.6,8.7,""
"Tre Tucker","wr","LV",0,0,0,0,0,0.7,2.9,0.1,2.9,28.6,0.2,6.4,7.9,""
"Christian Watson","wr","GB",0,0,0,0,0,0,0,0,3.1,51.3,0.3,8.5,10,""
"Jaylen Waddle","wr","MIA",0,0,0,0,0,0.3,1.1,0,4,54.5,0.3,9.4,11.4,""
"Amari Cooper","wr","BUF",0,0,0,0,0,0,0,0,2.9,42,0.6,9.3,10.7,""
"Deebo Samuel","wr","SF",0,0,0,0,0,1.5,6.4,0.1,3.6,47.3,0.3,9.6,11.4,""
"Jordan Addison","wr","MIN",0,0,0,0,0,0.4,2.4,0.1,3.6,59.5,0.5,11.6,13.4," -- Over UD Receiving Yards of 45.5"
"Michael Wilson","wr","ARI",0,0,0,0,0,0,0,0,3.1,35,0.3,6.8,8.4,""
"Rashod Bateman","wr","BAL",0,0,0,0,0,0,0,0,2.8,42.6,0.3,7.5,8.9,""
"Jahan Dotson","wr","PHI",0,0,0,0,0,0.2,1.3,0,1.7,21.9,0.2,4.4,5.2,""
"Jalen Tolbert","wr","DAL",0,0,0,0,0,0,0,0,3.4,39,0.3,7.4,9.1,""
"WanDale Robinson","wr","NYG",0,0,0,0,0,0.2,2.4,0,4.3,34.7,0.3,7.7,9.8,""
"Tee Higgins","wr","CIN",0,0,0,0,0,0,0,0,6,77.4,0.6,14.3,17.3," -- Over PP Receptions of 5.5 -- Under PP Fantasy Score of 15"
"Calvin Austin III","wr","PIT",0,0,0,0,0,0,0,0,2,35.8,0.4,7,8," -- Over UD Receiving Yards of 23.5"
"Noah Brown","wr","WAS",0,0,0,0,0,0,0,0,3.8,45.6,0.3,8.3,10.2,""
"Nick Westbrook-Ikhine","wr","TEN",0,0,0,0,0,0,0,0,2.7,45.6,0.4,8.3,9.7," -- Over UD Receiving Yards of 32.5 -- Over PP Receiving Yards of 35.5 -- Over UD Fantasy Score of 6.95"
"Darnell Mooney","wr","ATL",0,0,0,0,0,0,0,0,4.3,61.4,0.6,11.9,14," -- Under PP Receptions of 4.5 -- Over UD Fantasy Score of 9.65"
"Quentin Johnston","wr","LAC",0,0,0,0,0,0,0,0,2.8,46,0.7,10.2,11.6,""
"Davante Adams","wr","NYJ",0,0,0,0,0,0,0,0,5.5,60.9,0.4,11.2,14," -- Under PP Fantasy Score of 13"
"Jaxon Smith-Njigba","wr","SEA",0,0,0,0,0,0,0,0,6.6,71,0.5,13.4,16.7," -- Over UD Receiving Yards of 53.5 -- Over PP Receiving Yards of 53.5"
"Devaughn Vele","wr","DEN",0,0,0,0,0,0,0,0,3.8,48.1,0.3,8.5,10.4," -- Over UD Receiving Yards of 30.5 -- Over PP Receiving Yards of 32.5"
"Elijah Moore","wr","CLE",0,0,0,0,0,0,0,0,4.9,45.8,0.3,8.8,11.3,""
"David Moore","wr","CAR",0,0,0,0,0,0,0,0,3.6,44.2,0.3,8,9.8,""
"Jalen McMillan","wr","TB",0,0,0,0,0,0,0,0,1.7,17.4,0.2,3.8,4.6," -- Under UD Receiving Yards of 21.5 -- Under PP Receiving Yards of 20.5"
"Cedrick Wilson","wr","NO",0,0,0,0,0,0,0,0,1.4,15.8,0.2,3.5,4.2," -- Under UD Receiving Yards of 26.5"
"Demarcus Robinson","wr","LAR",0,0,0,0,0,0,0,0,2.2,40.2,0.4,7.5,8.6," -- Under UD Receiving Yards of 80.5 -- Under UD Fantasy Score of 14.95"
"Tim Patrick","wr","DET",0,0,0,0,0,0,0,0,2.4,22,0.2,4.6,5.8,""
"Rome Odunze","wr","CHI",0,0,0,0,0,0.3,1.6,0,4.1,52.4,0.2,8.7,10.7,""
"Devin Duvernay","wr","JAC",0,0,0,0,0,0,0,0,0.8,15.6,0.2,3.2,3.6," -- Under UD Receiving Yards of 18.5"
"John Metchie","wr","HOU",0,0,0,0,0,0,0,0,1.9,20.4,0.1,3.6,4.5," -- Under UD Receiving Yards of 51.5 -- Under PP Receiving Yards of 21.5 -- Under UD Fantasy Score of 9.65"
"Kayshon Boutte","wr","NE",0,0,0,0,0,0,0,0,2.2,26.9,0.2,5,6.1," -- Under PP Receptions of 2.5 -- Under PP Receiving Yards of 31.5 -- Under PP Fantasy Score of 7.5"
"Adonai Mitchell","wr","IND",0,0,0,0,0,0.2,1.3,0,4.2,42.2,0.2,7.7,9.8,""
"Justin Watson","wr","KC",0,0,0,0,0,0,0,0,1.5,19.5,0.1,3.3,4.1,""
"DJ Turner","wr","LV",0,0,0,0,0,0.8,2.8,0.1,1.2,11.9,0.2,3.9,4.5,""
"Dontayvion Wicks","wr","GB",0,0,0,0,0,0,0,0,3.3,34.2,0.4,7.5,9.1,""
"Malik Washington","wr","MIA",0,0,0,0,0,1.1,6.8,0,0.8,7,0.1,2.4,2.8,""
"Keon Coleman","wr","BUF",0,0,0,0,0,0,0,0,2.4,42.1,0.3,7.2,8.4,""
"Ricky Pearsall","wr","SF",0,0,0,0,0,0,0,0,1.3,26.6,0.1,3.9,4.6," -- Under UD Receiving Yards of 39.5"
"Jalen Nailor","wr","MIN",0,0,0,0,0,0,0,0,0.8,6.1,0.3,2.8,3.2," -- Under UD Receiving Yards of 45.5 -- Under PP Receiving Yards of 17.5 -- Under UD Fantasy Score of 9.35"
"Greg Dortch","wr","ARI",0,0,0,0,0,0,0,0,2,15,0.1,3.1,4.1," -- Under UD Receiving Yards of 31.5"
"Nelson Agholor","wr","BAL",0,0,0,0,0,0,0,0,1.4,13.9,0.2,3.3,4," -- Under UD Receiving Yards of 38.5 -- Under UD Fantasy Score of 7.15"
"Britain Covey","wr","PHI",0,0,0,0,0,0,0,0,1.7,16.7,0.2,3.7,4.6,""
