"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Jameson Williams","WR","DET",0,0,0,0,0,0.6,4.1,0,3.5,59.3,0.4,10.5,12.2,""
"Xavier Worthy","WR","KC",0,0,0,0,0,0.9,5.8,0,4.2,41.2,0.3,8.6,10.7,""
"Tank Dell","WR","HOU",0,0,0,0,0,0.6,2.9,0,3.4,42.4,0.4,8.6,10.3,""
"Michael Pittman Jr","WR","IND",0,0,0,0,0,0,0,0,3,45.3,0.3,7.8,9.3,""
"Nick Westbrook-Ikhine","WR","TEN",0,0,0,0,0,0,0,0,1.7,39.7,0.4,7.2,8.1,""
"Malik Washington","WR","MIA",0,0,0,0,0,0.7,3.9,0,3.3,46,0.2,7.8,9.5,""
"Deebo Samuel","WR","SF",0,0,0,0,0,1.3,6.9,0.2,3.3,38.7,0.3,9.2,10.9," -- Under PP Receiving Yards of 46.5"
"Keon Coleman","WR","BUF",0,0,0,0,0,0,0,0,2.3,48.2,0.4,8.4,9.5,""
"Kendrick Bourne","WR","NE",0,0,0,0,0,0,0,0,2.9,37.7,0.2,6.4,7.9,""
"DK Metcalf","WR","SEA",0,0,0,0,0,0,0,0,4.8,66.2,0.3,10.8,13.2,""
"Jordan Addison","WR","MIN",0,0,0,0,0,0.4,2.5,0.1,4.5,68.5,0.6,13.6,15.8,""
"Rashod Bateman","WR","BAL",0,0,0,0,0,0,0,0,3,47.2,0.4,8.6,10.1,""
"Mike Williams","WR","PIT",0,0,0,0,0,0,0,0,2,29.6,0.2,5.2,6.2,""
"Darnell Mooney","WR","ATL",0,0,0,0,0,0,0,0,4.3,64.2,0.5,11.6,13.7,""
"WanDale Robinson","WR","NYG",0,0,0,0,0,0.3,2.3,0,4,36.5,0.3,7.7,9.7,""
"Tee Higgins","WR","CIN",0,0,0,0,0,0,0,0,5.5,76.1,0.6,14,16.7,""
"Elijah Moore","WR","CLE",0,0,0,0,0,0,0,0,4.1,32.2,0.3,7.1,9.1,""
"Tre Tucker","WR","LV",0,0,0,0,0,0.6,4.6,0.1,2.1,32.8,0.2,6.6,7.6,""
"Parker Washington","WR","JAC",0,0,0,0,0,0,0,0,2.6,43.6,0.3,7.5,8.8,""
"Dyami Brown","WR","WAS",0,0,0,0,0,0,0,0,2.6,30.5,0.2,5.5,6.8,""
"DeVonta Smith","WR","PHI",0,0,0,0,0,0,0,0,5.3,62.9,0.5,11.9,14.6,""
"Quentin Johnston","WR","LAC",0,0,0,0,0,0,0,0,3.1,40.4,0.6,9.2,10.7,""
"Marvin Mims","WR","DEN",0,0,0,0,0,0.4,1.8,0,2.6,35.7,0.4,7.5,8.8," -- Over PP Receiving Yards of 24.5"
"Garrett Wilson","WR","NYJ",0,0,0,0,0,0.3,1.1,0,6.1,70.3,0.5,13.2,16.2,""
"Cooper Kupp","WR","LAR",0,0,0,0,0,0.3,1.3,0,5.9,61.6,0.7,13.4,16.4,""
"Jalen Tolbert","WR","DAL",0,0,0,0,0,0,0,0,1.9,27,0.3,5.5,6.4,""
"Jalen McMillan","WR","TB",0,0,0,0,0,0.3,2.8,0,3.2,36.7,0.6,9.2,10.8,""
"Xavier Legette","WR","CAR",0,0,0,0,0,0.4,2.3,0,2.9,31.8,0.3,6.7,8.1,""
"Greg Dortch","WR","ARI",0,0,0,0,0,0,0,0,2.6,22.8,0.2,4.8,6.1,""
"Christian Watson","WR","GB",0,0,0,0,0,0,0,0,3.2,52.4,0.2,8,9.6,""
"Dante Pettis","WR","NO",0,0,0,0,0,0,0,0,2.3,19.9,0.1,3.7,4.9,""
"Rome Odunze","WR","CHI",0,0,0,0,0,0.3,1.6,0,4.1,51,0.3,9.1,11.2,""
"Tim Patrick","WR","DET",0,0,0,0,0,0,0,0,2.9,34.9,0.3,6.7,8.2,""
"JuJu Smith-Schuster","WR","KC",0,0,0,0,0,0,0,0,1.6,25.3,0.2,4.5,5.3,""
"John Metchie","WR","HOU",0,0,0,0,0,0,0,0,2,15.4,0.2,3.7,4.7," -- Under UD Receptions of 3.5 -- Under UD Receiving Yards of 39.5"
"Adonai Mitchell","WR","IND",0,0,0,0,0,0.2,1.2,0,1.7,27.5,0.2,4.9,5.8,""
"Tyler Boyd","WR","TEN",0,0,0,0,0,0,0,0,3,29.1,0.2,5.6,7.1,""
"River Cracraft","WR","MIA",0,0,0,0,0,0,0,0,1,9.5,0.1,2.1,2.6,""
"Ricky Pearsall","WR","SF",0,0,0,0,0,0.7,5.3,0,2.1,24,0.3,5.8,6.8,""
"Amari Cooper","WR","BUF",0,0,0,0,0,0,0,0,3.2,42,0.3,7.6,9.2,""
"Kayshon Boutte","WR","NE",0,0,0,0,0,0,0,0,2.4,27,0.2,5.1,6.3,""
"Tyler Lockett","WR","SEA",0,0,0,0,0,0,0,0,2.8,36.9,0.2,6.3,7.7,""
"Jalen Nailor","WR","MIN",0,0,0,0,0,0,0,0,0.9,8.1,0.2,2.5,2.9,""
"Nelson Agholor","WR","BAL",0,0,0,0,0,0,0,0,1.1,17.5,0.2,3.5,4.1," -- Under UD Receiving Yards of 40.5"
"Van Jefferson","WR","PIT",0,0,0,0,0,0,0,0,1.3,22.7,0.2,4.1,4.8,""
"Ray-Ray McCloud","WR","ATL",0,0,0,0,0,0.8,6.3,0,4,42.4,0.2,8.1,10.1,""
"Darius Slayton","WR","NYG",0,0,0,0,0,0,0,0,1.9,29.9,0.2,5.1,6.1,""
"Andrei Iosivas","WR","CIN",0,0,0,0,0,0,0,0,2.5,28.6,0.3,5.9,7.2,""
"Mike Woods","WR","CLE",0,0,0,0,0,0,0,0,1.5,17.5,0.2,3.7,4.5,""
"Terrace Marshall","WR","LV",0,0,0,0,0,0,0,0,0.8,10.4,0.1,2,2.4,""
"Devin Duvernay","WR","JAC",0,0,0,0,0,1,4.6,0,2,15.5,0.2,4.2,5.2,""
"Olamide Zaccheaus","WR","WAS",0,0,0,0,0,0,0,0,2.2,27.5,0.2,5.1,6.2,""
"Jahan Dotson","WR","PHI",0,0,0,0,0,0.2,1.6,0,0.9,8.7,0.1,2.1,2.5,""
"Joshua Palmer","WR","LAC",0,0,0,0,0,0,0,0,3,43.7,0.2,7.1,8.6,""
"Devaughn Vele","WR","DEN",0,0,0,0,0,0,0,0,2.7,28.6,0.2,5.4,6.8," -- Under PP Fantasy Score of 7.5"
"Allen Lazard","WR","NYJ",0,0,0,0,0,0,0,0,3.1,27.3,0.4,6.7,8.2,""
"Demarcus Robinson","WR","LAR",0,0,0,0,0,0,0,0,2.3,33.1,0.4,6.9,8,""
"Brandin Cooks","WR","DAL",0,0,0,0,0,0,0,0,2.5,23.2,0.3,5.4,6.6,""
"Sterling Shepard","WR","TB",0,0,0,0,0,0.5,5.1,0,3.4,28.9,0.1,5.7,7.4,""
"Tommy Tremble","TE","CAR",0,0,0,0,0,0,0,0,2.3,20.6,0.2,4.4,5.6,""
"Trey McBride","TE","ARI",0,0,0,0,0,0,0,0,6.2,63.9,0.3,11.3,14.4,""
"Tucker Kraft","TE","GB",0,0,0,0,0,0,0,0,2.9,36.1,0.5,8.1,9.5,""
"Juwan Johnson","TE","NO",0,0,0,0,0,0,0,0,3.8,39.4,0.3,7.6,9.5,""
"Cole Kmet","TE","CHI",0,0,0,0,0,0,0,0,3.4,30,0.3,6.5,8.2,""
"Sam LaPorta","TE","DET",0,0,0,0,0,0,0,0,4.5,51.1,0.5,10.4,12.6,""
"Travis Kelce","TE","KC",0,0,0,0,0,0,0,0,5.3,46.2,0.4,9.7,12.3,""
"Dalton Schultz","TE","HOU",0,0,0,0,0,0,0,0,3.8,34.4,0.3,7.1,9,""
"Kylen Granson","TE","IND",0,0,0,0,0,0,0,0,0.6,10.2,0.2,2.5,2.8,""
"Chigoziem Okonkwo","TE","TEN",0,0,0,0,0,0,0,0,3.3,31.5,0.2,6,7.7,""
"Jonnu Smith","TE","MIA",0,0,0,0,0,0,0,0,5.3,56.7,0.5,11.3,14,""
"George Kittle","TE","SF",0,0,0,0,0,0,0,0,6,76.5,0.6,14.3,17.3,""
"Dalton Kincaid","TE","BUF",0,0,0,0,0,0,0,0,4,43.6,0.3,8.2,10.2,""
"Hunter Henry","TE","NE",0,0,0,0,0,0,0,0,3.6,40.6,0.2,7.1,8.9,""
"Noah Fant","TE","SEA",0,0,0,0,0,0,0,0,2.8,28.2,0.2,5.4,6.8,""
"T.J. Hockenson","TE","MIN",0,0,0,0,0,0,0,0,4,45.1,0.3,8.3,10.3,""
"Mark Andrews","TE","BAL",0,0,0,0,0,0,0,0,4.6,46.9,0.4,9.4,11.7,""
"Pat Freiermuth","TE","PIT",0,0,0,0,0,0,0,0,3.6,47.4,0.4,8.9,10.7,""
"Kyle Pitts","TE","ATL",0,0,0,0,0,0,0,0,3.6,43.1,0.4,8.5,10.3,""
"Daniel Bellinger","TE","NYG",0,0,0,0,0,0,0,0,2.3,23.8,0.2,4.7,5.9,""
"Mike Gesicki","TE","CIN",0,0,0,0,0,0,0,0,3.9,43,0.2,7.5,9.4,""
"Jordan Akins","TE","CLE",0,0,0,0,0,0,0,0,2.7,24,0.2,5,6.3,""
"Brock Bowers","TE","LV",0,0,0,0,0,0,0,0,6.7,82.1,0.4,14,17.3,""
"Brenton Strange","TE","JAC",0,0,0,0,0,0,0,0,4.3,42.6,0.3,8.2,10.4,""
"Ben Sinnott","TE","WAS",0,0,0,0,0,0,0,0,2.2,21.6,0.2,4.5,5.6,""
"Grant Calcaterra","TE","PHI",0,0,0,0,0,0,0,0,3.4,25,0.3,6,7.7,""
"Stone Smartt","TE","LAC",0,0,0,0,0,0,0,0,3.5,33.8,0.2,6.3,8.1," -- Under PP Fantasy Score of 8.5"
"Lucas Krull","TE","DEN",0,0,0,0,0,0,0,0,1.4,10.4,0.2,2.9,3.6,""
"Tyler Conklin","TE","NYJ",0,0,0,0,0,0,0,0,3,26.1,0.2,5.3,6.8,""
"Colby Parkinson","TE","LAR",0,0,0,0,0,0,0,0,2.9,29.3,0.2,5.6,7,""
"Jake Ferguson","TE","DAL",0,0,0,0,0,0,0,0,4,34.1,0.2,6.6,8.6,""
"Cade Otton","TE","TB",0,0,0,0,0,0,0,0,3.7,38.5,0.4,8.1,9.9,""
"Ja'Tavion Sanders","TE","CAR",0,0,0,0,0,0,0,0,2.8,17.8,0.2,4.4,5.8,""
"Elijah Higgins","TE","ARI",0,0,0,0,0,0,0,0,1.8,14.4,0.1,2.9,3.8,""
"Ben Sims","TE","GB",0,0,0,0,0,0,0,0,0.7,4.1,0.1,1.4,1.7,""
"Foster Moreau","TE","NO",0,0,0,0,0,0,0,0,2.6,27.1,0.3,5.8,7.1,""
"Gerald Everett","TE","CHI",0,0,0,0,0,0,0,0,2.6,11.1,0.1,3,4.3,""
"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,0.8,8,0.1,1.8,2.2,""
"Noah Gray","TE","KC",0,0,0,0,0,0,0,0,2.5,32.9,0.4,6.9,8.2,""
"Irv Smith Jr.","TE","HOU",0,0,0,0,0,0,0,0,0.8,7.3,0.1,1.7,2.1,""
"Mo Alie-Cox","TE","IND",0,0,0,0,0,0,0,0,0.6,12.7,0.1,2.2,2.5,""
"Josh Whyle","TE","TEN",0,0,0,0,0,0,0,0,2.3,19,0.1,3.6,4.8,""
"Julian Hill","TE","MIA",0,0,0,0,0,0,0,0,1,9.9,0.1,2.1,2.6,""
,,"TB",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Dawson Knox","TE","BUF",0,0,0,0,0,0,0,0,1,13.9,0.2,3.1,3.6,""
"Austin Hooper","TE","NE",0,0,0,0,0,0,0,0,2.8,32.4,0.2,5.8,7.2,""
"AJ Barner","TE","SEA",0,0,0,0,0,0,0,0,1.5,14.2,0.2,3.4,4.1,""
"Josh Oliver","TE","MIN",0,0,0,0,0,0,0,0,1.7,21,0.2,4.2,5,""
"Isaiah Likely","TE","BAL",0,0,0,0,0,0,0,0,2.8,22.2,0.3,5.4,6.8,""
"Darnell Washington","TE","PIT",0,0,0,0,0,0,0,0,0.6,9.8,0.2,2.5,2.8,""
"Charlie Woerner","TE","ATL",0,0,0,0,0,0,0,0,0.7,8.5,0.1,1.8,2.2,""
"Chris Manhertz","TE","NYG",0,0,0,0,0,0,0,0,0.5,7.3,0.2,2.2,2.4,""
"Tanner Hudson","TE","CIN",0,0,0,0,0,0,0,0,2.7,17.7,0.2,4.3,5.7,""
"Blake Whiteheart","TE","CLE",0,0,0,0,0,0,0,0,2,17.4,0.2,3.9,4.9,""
"Michael Mayer","TE","LV",0,0,0,0,0,0,0,0,1.9,17.5,0.2,3.9,4.8,""
"Luke Farrell","TE","JAC",0,0,0,0,0,0,0,0,1.4,8.5,0.1,2.2,2.9,""
"John Bates","TE","WAS",0,0,0,0,0,0,0,0,1,8.5,0.1,2,2.5,""
"Tucker Fisk","TE","LAC",0,0,0,0,0,0,0,0,1.3,6.4,0.1,1.9,2.5,""
"Adam Trautman","TE","DEN",0,0,0,0,0,0,0,0,1,8.2,0.2,2.5,3,""
"Hunter Long","TE","LAR",0,0,0,0,0,0,0,0,1.2,7.7,0.1,2,2.6,""
"Luke Schoonmaker","TE","DAL",0,0,0,0,0,0,0,0,2.3,21.7,0.2,4.5,5.7,""
