"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Travis Kelce","te","KC",0,0,0,0,0,0,0,0,6.8,62.4,0.5,12.6,16,""
"Brock Bowers","te","LV",0,0,0,0,0,0,0,0,6.4,65.5,0.4,12.2,15.4,""
"Tucker Kraft","te","GB",0,0,0,0,0,0,0,0,3.7,43.9,0.7,10.4,12.3," -- Over UD Fantasy Score of 6.75"
"Jonnu Smith","te","MIA",0,0,0,0,0,0,0,0,5.4,65.2,0.4,11.6,14.3," -- Over UD Receiving Yards of 42.5 -- Over PP Receiving Yards of 41.5"
"Dawson Knox","te","BUF",0,0,0,0,0,0,0,0,2.8,36.9,0.3,6.9,8.3,""
"George Kittle","te","SF",0,0,0,0,0,0,0,0,6.3,69.7,0.4,12.5,15.7,""
"T.J. Hockenson","te","MIN",0,0,0,0,0,0,0,0,4.8,53.1,0.4,10.1,12.5,""
"Trey McBride","te","ARI",0,0,0,0,0,0,0,0,5.5,62.7,0.2,10.2,13,""
"Mark Andrews","te","BAL",0,0,0,0,0,0,0,0,4,38.1,0.4,8.2,10.2,""
"Dallas Goedert","te","PHI",0,0,0,0,0,0,0,0,5.1,60.5,0.3,10.4,12.9,""
"Luke Schoonmaker","te","DAL",0,0,0,0,0,0,0,0,2.7,27,0.2,5.3,6.6,""
"Theo Johnson","te","NYG",0,0,0,0,0,0,0,0,3.5,37.5,0.2,6.7,8.4,""
"Mike Gesicki","te","CIN",0,0,0,0,0,0,0,0,4.1,33.4,0.2,6.6,8.6,""
"Pat Freiermuth","te","PIT",0,0,0,0,0,0,0,0,3.5,34.2,0.4,7.6,9.3,""
"Zach Ertz","te","WAS",0,0,0,0,0,0,0,0,5.1,46.2,0.4,9.6,12.1,""
"Chigoziem Okonkwo","te","TEN",0,0,0,0,0,0,0,0,2.2,22.8,0.2,4.6,5.7,""
"Kyle Pitts","te","ATL",0,0,0,0,0,0,0,0,3.4,48.3,0.4,8.9,10.6,""
"Will Dissly","te","LAC",0,0,0,0,0,0,0,0,4.7,39.2,0.4,8.7,11,""
"Tyler Conklin","te","NYJ",0,0,0,0,0,0,0,0,2.9,27.8,0.3,6,7.5,""
"AJ Barner","te","SEA",0,0,0,0,0,0,0,0,2.1,22,0.2,4.5,5.5,""
"Adam Trautman","te","DEN",0,0,0,0,0,0,0,0,1.7,17.4,0.2,3.8,4.6,""
"David Njoku","te","CLE",0,0,0,0,0,0,0,0,5.5,48.3,0.4,10,12.7," -- Under PP Receiving Yards of 49.5"
"Feleipe Franks","te","CAR",0,0,0,0,0,0,0,0,0.7,7.9,0.1,1.7,2.1,""
"Payne Durham","te","TB",0,0,0,0,0,0,0,0,0.6,7,0.1,1.6,1.9,""
"Juwan Johnson","te","NO",0,0,0,0,0,0,0,0,3,37.7,0.3,7.1,8.6,""
"Colby Parkinson","te","LAR",0,0,0,0,0,0,0,0,1.7,19.5,0.2,4,4.9,""
"Brock Wright","te","DET",0,0,0,0,0,0,0,0,0.8,7.7,0.1,1.8,2.2,""
,,"ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Brenton Strange","te","JAC",0,0,0,0,0,0,0,0,2.2,22,0.3,5.1,6.2,""
"Cade Stover","te","HOU",0,0,0,0,0,0,0,0,1.4,16,0.1,2.9,3.6,""
"Austin Hooper","te","NE",0,0,0,0,0,0,0,0,2.4,29.8,0.2,5.4,6.6,""
"Mo Alie-Cox","te","IND",0,0,0,0,0,0,0,0,1.1,8.4,0.1,2,2.5,""
"Noah Gray","te","KC",0,0,0,0,0,0,0,0,3.8,42.8,0.6,9.8,11.7,""
"Michael Mayer","te","LV",0,0,0,0,0,0,0,0,1.7,9.9,0.2,3,3.9,""
"Ben Sims","te","GB",0,0,0,0,0,0,0,0,1.2,14,0.1,2.6,3.2,""
"Julian Hill","te","MIA",0,0,0,0,0,0,0,0,1,9.4,0.1,2,2.5,""
"Quintin Morris","te","BUF",0,0,0,0,0,0,0,0,1.4,17.4,0.1,3,3.7,""
"Johnny Mundt","te","MIN",0,0,0,0,0,0,0,0,1.7,6.2,0.2,2.7,3.5,""
"Elijah Higgins","te","ARI",0,0,0,0,0,0,0,0,1.5,13.7,0.1,2.7,3.5,""
"Isaiah Likely","te","BAL",0,0,0,0,0,0,0,0,2.2,24.6,0.3,5.4,6.5,""
"Grant Calcaterra","te","PHI",0,0,0,0,0,0,0,0,1.4,13.1,0.1,2.6,3.3,""
"Brevyn Spann-Ford","te","DAL",0,0,0,0,0,0,0,0,1.7,15.1,0.2,3.6,4.4,""
"Daniel Bellinger","te","NYG",0,0,0,0,0,0,0,0,1.1,11.1,0.1,2.3,2.8,""
"Tanner Hudson","te","CIN",0,0,0,0,0,0,0,0,2.1,11.1,0.2,3.4,4.4,""
"Darnell Washington","te","PIT",0,0,0,0,0,0,0,0,1.4,16.6,0.2,3.6,4.3,""
"John Bates","te","WAS",0,0,0,0,0,0,0,0,0.9,4.4,0.1,1.5,1.9,""
"Josh Whyle","te","TEN",0,0,0,0,0,0,0,0,1.6,13.3,0.2,3.3,4.1,""
"Tucker Fisk","te","LAC",0,0,0,0,0,0,0,0,0.8,4.4,0.1,1.4,1.8,""
"Jeremy Ruckert","te","NYJ",0,0,0,0,0,0,0,0,1.3,7.3,0.1,2,2.6,""
"Pharaoh Brown","te","SEA",0,0,0,0,0,0,0,0,1,8.4,0.1,1.9,2.4,""
"Lucas Krull","te","DEN",0,0,0,0,0,0,0,0,1.8,14.4,0.2,3.5,4.4,""
"Jordan Akins","te","CLE",0,0,0,0,0,0,0,0,2.9,33.5,0.2,6,7.5,""
