"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Jameis Winston","QB","CLE",42.8,26.8,276.4,1.7,1.4,4.5,15.8,0.1,0,0,0,17.2,17.2," -- Over PP Pass Attempts of 35.5 -- Over UD Completions of 21.5 -- Over PP Completions of 22 -- Over UD Pass Yards of 238.5 -- Over PP Pass Yards of 240.5 -- Over UD Pass Plus Rush Yards of 253.5 -- Over PP Pass Plus Rush Yards of 253.5"
"Patrick Mahomes","QB","KC",36.5,24.1,239.6,1.6,0.7,4.1,20.8,0.1,0,0,0,17.3,17.3,""
"Jared Goff","QB","DET",36,23.6,273,1.7,0.4,1.2,4.6,0.1,0,0,0,18,18," -- Over UD Pass Plus Rush Yards of 260.5 -- Over PP Pass Plus Rush Yards of 259.5"
"Josh Allen","QB","BUF",34.6,22.4,249.8,1.6,0.9,7,34.2,0.3,0,0,0,19.8,19.8," -- Under UD Fantasy Score of 23.65"
"Kyler Murray","QB","ARI",31.9,20.3,212,1.4,0.8,5.2,31.8,0.4,0,0,0,18.1,18.1,""
"Drake Maye","QB","NE",31,18.6,191.1,0.9,1,7.7,38.1,0.3,0,0,0,14.9,14.9," -- Over UD Rush Yards of 27.5 -- Over PP Rush Yards of: 29.5 -- Under UD Fantasy Score of 16.95"
"Tommy DeVito","QB","NYG",35.5,21.8,219.4,0.8,1,4.6,23.5,0.1,0,0,0,12.9,12.9," -- Over UD Pass Yards of 176.5 -- Over PP Pass Yards of 176.5 -- Over UD Pass Plus Rush Yards of 203.5 -- Over PP Pass Plus Rush Yards of 201.5"
"Lamar Jackson","QB","BAL",31.2,19.3,213.5,1.6,0.8,8.6,52.5,0.4,0,0,0,21,21," -- Over PP Pass Attempts of 26 -- Over UD Rush Yards of 42.5"
"Will Levis","QB","TEN",35.4,22.8,221.9,1.4,0.9,5.2,20.3,0.2,0,0,0,15.9,15.9,""
"Joe Burrow","QB","CIN",36.8,24.5,256,1.8,0.7,4.2,14.9,0.1,0,0,0,18.1,18.1,""
"Desmond Ridder","QB","LV",35.2,22.5,222,1.1,0.8,3.7,9.8,0.1,0,0,0,13.3,13.3,""
"Kirk Cousins","QB","ATL",35.5,22.7,256.3,1.5,0.7,0.4,2.2,0.1,0,0,0,15.7,15.7,""
"Jalen Hurts","QB","PHI",31.1,19.2,214.3,1,0.8,9.2,36.3,0.9,0,0,0,20,20," -- Over PP Pass Attempts of 25.5"
"Russell Wilson","QB","PIT",33.6,20.2,221.9,1,1,1.8,8.2,0.2,0,0,0,12.9,12.9,""
"Justin Herbert","QB","LAC",35.3,22.5,249.2,1.4,1,3.7,16.7,0.3,0,0,0,17,17,""
"Baker Mayfield","QB","TB",35.9,22.2,248.8,1.5,0.8,4.2,16.2,0.2,0,0,0,17.2,17.2,""
"Mac Jones","QB","JAC",30.3,19.4,175.3,1.1,0.8,2.6,9.2,0.2,0,0,0,11.9,11.9," -- Under UD Pass Yards of 204.5 -- Under PP Pass Yards of 203.5 -- Under UD Pass Plus Rush Yards of 214.5 -- Under PP Pass Plus Rush Yards of 213.5"
"Aaron Rodgers","QB","NYJ",34.1,22,242.9,1.4,0.7,1.4,6.5,0.1,0,0,0,15.2,15.2,""
"Brock Purdy","QB","SF",33.7,21.9,262.1,1.5,0.8,4.6,21.6,0.1,0,0,0,17.6,17.6,""
"Matthew Stafford","QB","LAR",34.8,22.6,251.3,1.4,0.9,1.1,4.1,0.1,0,0,0,14.9,14.9,""
"Geno Smith","QB","SEA",34.9,22.9,231.7,1.3,0.8,3.2,11.9,0.1,0,0,0,14.7,14.7,""
"Jordan Love","QB","GB",34.7,22.1,250.4,1.8,0.7,2.9,13.7,0.1,0,0,0,17.8,17.8,""
"Chuba Hubbard","RB","CAR",0,0,0,0,0,19.3,88.2,0.8,2.8,13.8,0.2,17.6,19,""
"Rico Dowdle","RB","DAL",0,0,0,0,0,19.4,83.7,0.5,2.4,15.5,0.2,15.3,16.5,""
"Alvin Kamara","RB","NO",0,0,0,0,0,11.9,51,0.5,4.3,27.9,0.2,14.2,16.4," -- Under PP Carries of 16 -- Under UD Rush Yards of 65.5 -- Under PP Rush Yards of 65.5"
"Brian Robinson","RB","WAS",0,0,0,0,0,17.1,88.7,0.7,2.1,16.2,0.2,16.9,18,""
"Aaron Jones","RB","MIN",0,0,0,0,0,13.4,65.9,0.5,2.7,21.4,0.2,14.3,15.6,""
"D'Andre Swift","RB","CHI",0,0,0,0,0,15.2,63.1,0.6,2.4,23.8,0.1,14.1,15.3," -- Over PP Rush Yards of: 51.5 -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5"
"Joe Mixon","RB","HOU",0,0,0,0,0,20.3,86,1.2,2.7,23.8,0.2,20.7,22.1,""
"De'Von Achane","RB","MIA",0,0,0,0,0,12.4,61.9,0.3,4.6,38.8,0.6,17.8,20.1," -- Over UD Rush Yards of 47.5 -- Over PP Rush Yards of: 47.5"
"Jaleel McLaughlin","RB","DEN",0,0,0,0,0,9.8,50.3,0.3,1.1,6.5,0.1,8.6,9.2," -- Over UD Rush Yards of 32.5 -- Over PP Rush Yards of: 32.5"
"Jonathan Taylor","RB","IND",0,0,0,0,0,20.2,77.9,0.7,1.3,9.7,0.2,14.8,15.5,""
"Nick Chubb","RB","CLE",0,0,0,0,0,10.6,46,0.5,0.7,5,0.2,9.7,10,""
"Isiah Pacheco","RB","KC",0,0,0,0,0,16.4,74.5,0.7,2,15.7,0.1,14.8,15.8," -- Over UD Rush Yards of 57.5 -- Over PP Rush Yards of: 57.5"
"Jahmyr Gibbs","RB","DET",0,0,0,0,0,12.8,72.5,0.6,2.6,24.8,0.2,15.8,17.1,""
"James Cook","RB","BUF",0,0,0,0,0,12.1,59.7,0.6,2.5,18.5,0.2,13.9,15.1," -- Over UD Rush Yards of 49.5 -- Over PP Rush Yards of: 49.5"
"James Conner","RB","ARI",0,0,0,0,0,15.3,68.3,0.7,2.4,23.4,0.2,15.8,17,""
"Rhamondre Stevenson","RB","NE",0,0,0,0,0,13.9,57.7,0.9,2.1,10.9,0.1,13.9,15," -- Under PP Receiving Yards of 14.5"
"Tyrone Tracy","RB","NYG",0,0,0,0,0,16,58.1,0.5,3.4,23.2,0.1,13.4,15.1," -- Over UD Carries of 12.5 -- Over PP Rush Yards of: 46.5"
"Derrick Henry","RB","BAL",0,0,0,0,0,20.9,114.2,1.2,1,8.9,0.2,21.2,21.7," -- Over UD Rush Yards of 102.5 -- Over PP Rush Yards of: 102.5 -- Over UD Receiving Yards of 0.5 -- Over PP Receiving Yards of 0.5"
"Tony Pollard","RB","TEN",0,0,0,0,0,16,72.1,0.5,2.9,17.6,0.2,14.6,16.1,""
"Chase Brown","RB","CIN",0,0,0,0,0,17.8,77.8,0.8,4,25,0.2,18.3,20.3," -- Over UD Rush Yards of 65.5 -- Over PP Rush Yards of: 66.5 -- Under PP Receiving Yards of 31.5"
"Sincere McCormick","RB","LV",0,0,0,0,0,15.9,61.6,0.6,1.4,8.4,0.1,11.9,12.6,""
"Bijan Robinson","RB","ATL",0,0,0,0,0,17.9,78.9,0.8,3.6,28.4,0.2,18.5,20.3,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,22.3,114.4,0.8,2.4,23.2,0.2,21,22.2," -- Over UD Rush Yards of 101.5 -- Over PP Rush Yards of: 99.5 -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5 -- Over UD Fantasy Score of 17.15"
"Najee Harris","RB","PIT",0,0,0,0,0,15.3,68.7,0.4,2.4,19.7,0.1,13,14.2," -- Over UD Rush Yards of 54.5 -- Over PP Rush Yards of: 54.5 -- Over PP Receiving Yards of 11.5"
"Gus Edwards","RB","LAC",0,0,0,0,0,9.9,40.2,0.7,0.6,4.6,0.1,9.6,9.9,""
"Rachaad White","RB","TB",0,0,0,0,0,8.1,31.4,0.3,2.9,24.7,0.4,11.3,12.7,""
"Tank Bigsby","RB","JAC",0,0,0,0,0,16.8,80.2,0.6,0.9,3,0.1,13,13.4," -- Over UD Rush Yards of 54.5 -- Over PP Rush Yards of: 54.5"
"Breece Hall","RB","NYJ",0,0,0,0,0,11.9,55.1,0.5,2.7,26.5,0.2,13.7,15.1,""
"Isaac Guerendo","RB","SF",0,0,0,0,0,16.7,67.3,0.6,1.7,15.3,0.1,13.3,14.2,""
"Kyren Williams","RB","LAR",0,0,0,0,0,17.4,76.4,0.8,1.9,10.9,0.1,15.1,16,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,17.4,67.3,0.7,3.2,22.6,0.2,16,17.6," -- Under UD Receiving Yards of 29.5"
"Josh Jacobs","RB","GB",0,0,0,0,0,18.7,77.3,0.8,2.5,20.1,0.2,17,18.2," -- Over UD Receiving Yards of 12.5"
"Raheem Blackshear","RB","CAR",0,0,0,0,0,3.9,13.8,0.1,0,0,0.1,2.6,2.6,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,2.1,6.8,0.2,1,5.9,0.1,3.6,4.1,""
"Kendre Miller","RB","NO",0,0,0,0,0,9.8,41.7,0.3,0.2,0.9,0.1,6.8,6.9,""
"Jeremy McNichols","RB","WAS",0,0,0,0,0,3.9,23.1,0.2,1.3,7.6,0.1,5.5,6.2,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.5,32.2,0.2,0.9,5.2,0.2,6.6,7,""
"Travis Homer","RB","CHI",0,0,0,0,0,1.1,6.1,0.1,3.3,12.8,0.1,4.7,6.4,""
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0,0,0.1,1,4.5,0.1,2.2,2.7,""
"Jaylen Wright","RB","MIA",0,0,0,0,0,5.8,20,0.2,0.6,6.4,0.1,4.7,5,""
"Javonte Williams","RB","DEN",0,0,0,0,0,7.9,29,0.5,2,10.3,0.1,8.5,9.5," -- Under UD Receiving Yards of 14.5"
"Tyler Goodson","RB","IND",0,0,0,0,0,0.4,1.7,0.1,0.7,4.2,0.1,2.1,2.5,""
"Jerome Ford","RB","CLE",0,0,0,0,0,5.7,27.2,0.1,2.9,17.9,0.2,7.8,9.2,""
"Kareem Hunt","RB","KC",0,0,0,0,0,9.1,31,0.4,1.2,9.9,0.1,7.7,8.3,""
"David Montgomery","RB","DET",0,0,0,0,0,12.7,59.2,0.7,2.6,23.6,0.2,15,16.3," -- Over UD Receiving Yards of 15.5 -- Over PP Receiving Yards of 15.5"
"Ray Davis","RB","BUF",0,0,0,0,0,8.1,31.8,0.2,0.7,7.3,0.2,6.7,7,""
"Trey Benson","RB","ARI",0,0,0,0,0,9.5,34.2,0.4,1,6.7,0.1,7.6,8.1,""
"Antonio Gibson","RB","NE",0,0,0,0,0,4.5,21.6,0.2,1.1,6.7,0.1,5.2,5.7,""
"Devin Singletary","RB","NYG",0,0,0,0,0,4.6,18.3,0.2,1,8,0.1,4.9,5.4,""
"Justice Hill","RB","BAL",0,0,0,0,0,3.1,15.7,0.2,2.2,21.8,0.2,7.3,8.4," -- Over UD Receiving Yards of 13.5 -- Over PP Receiving Yards of 13.5"
"Tyjae Spears","RB","TEN",0,0,0,0,0,4.8,22.2,0.3,2.6,12.4,0.1,7.2,8.5,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,3.4,15.5,0.3,0,0,0.1,3.9,3.9,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,1.7,5.7,0.1,2,14.6,0.2,4.8,5.8,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,7.4,29.8,0.4,0.6,4,0.1,6.7,7,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4.3,20.4,0.1,1.5,9.1,0.1,4.9,5.7,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,6.2,33.4,0.3,2.4,22.4,0.1,9.2,10.4,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,9.8,37.8,0.3,1.8,8.1,0.2,8.5,9.4,""
"Bucky Irving","RB","TB",0,0,0,0,0,11.8,45.2,0.4,2.5,22.5,0.1,11,12.3,""
"Travis Etienne","RB","JAC",0,0,0,0,0,7.4,30.8,0.3,2.9,17.3,0.1,8.7,10.1,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,5.8,23.1,0.3,0.8,8,0.2,6.5,6.9,""
"Patrick Taylor","RB","SF",0,0,0,0,0,4.2,18.8,0.3,1.1,8.6,0.1,5.7,6.2,""
"Blake Corum","RB","LAR",0,0,0,0,0,6.8,25.2,0.1,0,0,0.1,3.7,3.7,""
"Kenny McIntosh","RB","SEA",0,0,0,0,0,2.8,12.6,0.2,0.6,4.5,0.1,3.8,4.1,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,5.8,30.9,0.1,1.3,5.9,0.2,6.1,6.8,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Jamaal Williams","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Rodriguez","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Darrynton Evans","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Audric Estime","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Trey Sermon","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Pierre Strong Jr","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"DeeJay Dallas","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"JaMycal Hasty","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Julius Chestnut","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Will Shipley","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Isaiah Davis","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Adam Thielen","WR","CAR",0,0,0,0,0,0,0,0,4.6,56.3,0.4,10.3,12.6,""
"CeeDee Lamb","WR","DAL",0,0,0,0,0,1.1,6.6,0.1,6.1,73.1,0.5,14.6,17.7," -- Over UD Fantasy Score of 12.25"
"Marquez Valdes-Scantling","WR","NO",0,0,0,0,0,0,0,0,2.8,41.8,0.4,8,9.4,""
"Terry McLaurin","WR","WAS",0,0,0,0,0,0,0,0,4.4,67.2,0.8,13.7,15.9,""
"Justin Jefferson","WR","MIN",0,0,0,0,0,0.1,0.6,0,5.4,83.4,0.6,14.7,17.4,""
"DJ Moore","WR","CHI",0,0,0,0,0,0.5,2.2,0,5.6,54.2,0.4,10.8,13.6,""
"Nico Collins","WR","HOU",0,0,0,0,0,0,0,0,6.2,94,0.6,16.1,19.2," -- Under PP Fantasy Score of 17"
"Tyreek Hill","WR","MIA",0,0,0,0,0,0.9,4,0,5.3,69.8,0.6,13.6,16.3,""
"Courtland Sutton","WR","DEN",0,0,0,0,0,0,0,0,6.1,74.7,0.5,13.5,16.6,""
"Josh Downs","WR","IND",0,0,0,0,0,0,0,0,4.7,46.8,0.3,8.8,11.2," -- Under PP Receiving Yards of 52.5"
"Jerry Jeudy","WR","CLE",0,0,0,0,0,0,0,0,4.4,73.8,0.4,12,14.2," -- Under PP Fantasy Score of 15"
"DeAndre Hopkins","WR","KC",0,0,0,0,0,0,0,0,4.7,58.5,0.6,11.8,14.1,""
"Amon-Ra St Brown","WR","DET",0,0,0,0,0,0,0,0,7.1,77.7,0.7,15.5,19.1,""
"Khalil Shakir","WR","BUF",0,0,0,0,0,0,0,0,5.4,62.9,0.3,10.8,13.5,""
"Marvin Harrison Jr","WR","ARI",0,0,0,0,0,0,0,0,3.6,55.9,0.8,12.2,14,""
"Demario Douglas","WR","NE",0,0,0,0,0,0.2,1.3,0,3.9,46.7,0.2,8,9.9,""
"Malik Nabers","WR","NYG",0,0,0,0,0,0,0,0,5.6,63.9,0.3,11,13.8," -- Under PP Fantasy Score of 13.5"
"Zay Flowers","WR","BAL",0,0,0,0,0,0.5,3.7,0,4.4,61.6,0.5,11.7,13.9," -- Under PP Fantasy Score of 12.5"
"Calvin Ridley","WR","TEN",0,0,0,0,0,0.8,3.4,0,6.2,69,0.4,12.7,15.8,""
"JaMarr Chase","WR","CIN",0,0,0,0,0,0.3,1.1,0,6.8,95.6,1,19.1,22.5,""
"Jakobi Meyers","WR","LV",0,0,0,0,0,0.6,3.1,0,6.4,73,0.3,12.6,15.8,""
"Drake London","WR","ATL",0,0,0,0,0,0,0,0,5.8,72.8,0.6,13.8,16.7,""
"AJ Brown","WR","PHI",0,0,0,0,0,0,0,0,4.9,79,0.4,12.8,15.2,""
"Calvin Austin III","WR","PIT",0,0,0,0,0,0,0,0,2.1,40.6,0.4,7.5,8.6," -- Over UD Receiving Yards of 25.5"
"Ladd McConkey","WR","LAC",0,0,0,0,0,0,0,0,5.2,71.5,0.5,12.8,15.4,""
"Mike Evans","WR","TB",0,0,0,0,0,0,0,0,4.1,71,0.6,12.8,14.8,""
"Brian Thomas Jr","WR","JAC",0,0,0,0,0,0.4,2.9,0,4.7,65.2,0.5,12.2,14.5,""
"Davante Adams","WR","NYJ",0,0,0,0,0,0,0,0,5.2,67.3,0.4,11.7,14.3," -- Under PP Fantasy Score of 14.5"
"Jauan Jennings","WR","SF",0,0,0,0,0,0,0,0,5.2,67.8,0.5,12.4,15,""
"Puka Nacua","WR","LAR",0,0,0,0,0,0.8,4.1,0.1,7.2,96,0.4,16.6,20.2,""
"Jaxon Smith-Njigba","WR","SEA",0,0,0,0,0,0.2,1.1,0,6.2,69.9,0.5,13.2,16.3,""
"Jayden Reed","WR","GB",0,0,0,0,0,0.8,8.1,0.1,3.4,46.4,0.4,10.1,11.8," -- Over UD Fantasy Score of 8.15"
"Xavier Legette","WR","CAR",0,0,0,0,0,0.4,2.5,0,3,34.5,0.4,7.6,9.1,""
"KaVontae Turpin","WR","DAL",0,0,0,0,0,0.6,3.7,0,2.5,34.9,0.3,6.9,8.2,""
"Kevin Austin","WR","NO",0,0,0,0,0,0.4,3.8,0,2.4,29.4,0.2,5.7,6.9,""
"Dyami Brown","WR","WAS",0,0,0,0,0,0,0,0,3.1,39.1,0.2,6.7,8.2," -- Over UD Receiving Yards of 28.5"
"Jordan Addison","WR","MIN",0,0,0,0,0,0.4,2.7,0.1,4.1,66.8,0.6,13.2,15.2," -- Over UD Fantasy Score of 9.95"
"Keenan Allen","WR","CHI",0,0,0,0,0,0,0,0,4.8,51.5,0.4,10,12.4,""
"Tank Dell","WR","HOU",0,0,0,0,0,0.7,2.8,0,4.1,43.7,0.5,9.7,11.8," -- Over UD Fantasy Score of 7.75"
"Jaylen Waddle","WR","MIA",0,0,0,0,0,0.3,1,0,3.9,56.9,0.4,10.1,12.1," -- Under PP Fantasy Score of 11.5"
"Marvin Mims","WR","DEN",0,0,0,0,0,0.5,1.8,0,2.1,35,0.3,6.5,7.6,""
"Michael Pittman Jr","WR","IND",0,0,0,0,0,0,0,0,4.3,47.9,0.4,9.3,11.5,""
"Elijah Moore","WR","CLE",0,0,0,0,0,0,0,0,4.6,46.3,0.2,8.1,10.4," -- Under PP Fantasy Score of 10.5"
"Xavier Worthy","WR","KC",0,0,0,0,0,0.6,4.3,0.1,3.9,45.7,0.3,9.3,11.3," -- Over UD Fantasy Score of 7.95"
"Jameson Williams","WR","DET",0,0,0,0,0,0.6,4.3,0,3.5,67.5,0.3,10.7,12.5," -- Over UD Receiving Yards of 51.5 -- Over PP Receiving Yards of 50.5"
"Amari Cooper","WR","BUF",0,0,0,0,0,0,0,0,3.5,48.7,0.4,9,10.8,""
"Michael Wilson","WR","ARI",0,0,0,0,0,0,0,0,3.1,39.3,0.5,8.5,10,""
"Kendrick Bourne","WR","NE",0,0,0,0,0,0,0,0,2.2,30.2,0.3,5.9,7," -- Under UD Fantasy Score of 6.45"
"WanDale Robinson","WR","NYG",0,0,0,0,0,0.2,2,0,3.8,32.2,0.3,7.1,9,""
"Rashod Bateman","WR","BAL",0,0,0,0,0,0,0,0,2.8,33.1,0.3,6.5,7.9,""
"Nick Westbrook-Ikhine","WR","TEN",0,0,0,0,0,0,0,0,2.8,65,0.7,12.1,13.5," -- Over UD Receiving Yards of 35.5 -- Over PP Receiving Yards of 36.5"
"Tee Higgins","WR","CIN",0,0,0,0,0,0,0,0,5.8,74.3,0.6,13.9,16.8," -- Under PP Fantasy Score of 14.5"
"Tre Tucker","WR","LV",0,0,0,0,0,0.9,4.5,0.1,2.4,34,0.3,7.5,8.7,""
"Darnell Mooney","WR","ATL",0,0,0,0,0,0,0,0,4.5,69.4,0.5,12.2,14.4," -- Over UD Receiving Yards of 52.5 -- Over PP Receiving Yards of 51.5 -- Over UD Fantasy Score of 9.35"
"DeVonta Smith","WR","PHI",0,0,0,0,0,0,0,0,4.8,56.3,0.4,10.4,12.8," -- Over PP Receiving Yards of 45.5"
"Mike Williams","WR","PIT",0,0,0,0,0,0,0,0,2,29,0.2,5.1,6.1,""
"Quentin Johnston","WR","LAC",0,0,0,0,0,0,0,0,3.3,46.9,0.6,9.9,11.6,""
"Jalen McMillan","WR","TB",0,0,0,0,0,0.3,2,0,2.6,30.4,0.2,5.7,7," -- Under UD Fantasy Score of 7.75"
"Parker Washington","WR","JAC",0,0,0,0,0,0,0,0,3.2,40.8,0.3,7.5,9.1," -- Over UD Receiving Yards of 27.5"
"Garrett Wilson","WR","NYJ",0,0,0,0,0,0.3,1,0,5.2,62.8,0.4,11.4,14,""
"Deebo Samuel","WR","SF",0,0,0,0,0,1.6,7.6,0.2,3.4,45.6,0.3,10,11.7,""
"Cooper Kupp","WR","LAR",0,0,0,0,0,0.3,1.2,0,7.2,76.3,0.8,16.2,19.8,""
"DK Metcalf","WR","SEA",0,0,0,0,0,0,0,0,4.6,65,0.4,11.2,13.5,""
"Christian Watson","WR","GB",0,0,0,0,0,0,0,0,2.7,44.8,0.2,7,8.4," -- Under UD Fantasy Score of 8.35"
"Jalen Coker","WR","CAR",0,0,0,0,0,0,0,0,2.9,33.2,0.2,6,7.4," -- Under UD Receiving Yards of 37.5 -- Under UD Fantasy Score of 7.35"
"Jalen Tolbert","WR","DAL",0,0,0,0,0,0,0,0,2.5,31.2,0.3,6.2,7.4,""
"Cedrick Wilson","WR","NO",0,0,0,0,0,0,0,0,1.7,14.3,0.2,3.5,4.3," -- Under UD Receiving Yards of 20.5"
"Olamide Zaccheaus","WR","WAS",0,0,0,0,0,0,0,0,2.2,24.7,0.2,4.8,5.9,""
"Jalen Nailor","WR","MIN",0,0,0,0,0,0,0,0,1,11.2,0.2,2.8,3.3," -- Under UD Receiving Yards of 51.5 -- Under UD Fantasy Score of 9.95"
"Rome Odunze","WR","CHI",0,0,0,0,0,0.2,1.3,0,4.6,55.3,0.2,9.2,11.5," -- Over PP Receiving Yards of 40.5"
"John Metchie","WR","HOU",0,0,0,0,0,0,0,0,2.3,22.7,0.2,4.6,5.8," -- Under UD Receptions of 3.5 -- Under UD Receiving Yards of 40.5 -- Under UD Fantasy Score of 7.75"
"Malik Washington","WR","MIA",0,0,0,0,0,0.9,5.6,0,1.2,7.3,0.1,2.5,3.1," -- Under UD Receptions of 4.5 -- Under UD Receiving Yards of 55.5 -- Under UD Fantasy Score of 10.45"
"Devaughn Vele","WR","DEN",0,0,0,0,0,0,0,0,3,34.9,0.3,6.8,8.3,""
"Alec Pierce","WR","IND",0,0,0,0,0,0,0,0,2.2,43.1,0.3,7.2,8.3,""
"Mike Woods","WR","CLE",0,0,0,0,0,0,0,0,1.9,28.7,0.3,5.6,6.6," -- Under UD Receiving Yards of 45.5 -- Under UD Fantasy Score of 8.55"
"JuJu Smith-Schuster","WR","KC",0,0,0,0,0,0,0,0,2.5,30.1,0.1,4.9,6.1," -- Under UD Receiving Yards of 38.5 -- Under UD Fantasy Score of 7.95"
"Tim Patrick","WR","DET",0,0,0,0,0,0,0,0,2.6,30.4,0.2,5.5,6.8," -- Under UD Receiving Yards of 51.5 -- Under UD Fantasy Score of 9.65"
"Keon Coleman","WR","BUF",0,0,0,0,0,0,0,0,2.6,50.8,0.4,8.8,10.1," -- Under UD Receptions of 3.5"
"Greg Dortch","WR","ARI",0,0,0,0,0,0,0,0,2,17.2,0.1,3.3,4.3," -- Under UD Receiving Yards of 32.5 -- Under UD Fantasy Score of 6.75"
"Kayshon Boutte","WR","NE",0,0,0,0,0,0,0,0,2.4,27.4,0.2,5.1,6.3," -- Under UD Receiving Yards of 30.5 -- Under PP Receiving Yards of 31.5 -- Under UD Fantasy Score of 6.45"
"Darius Slayton","WR","NYG",0,0,0,0,0,0,0,0,2.1,37.5,0.2,6,7.1," -- Over PP Receiving Yards of 21.5"
"Nelson Agholor","WR","BAL",0,0,0,0,0,0,0,0,1,12.4,0.2,2.9,3.4," -- Under UD Receptions of 2.5 -- Under UD Receiving Yards of 31.5 -- Under UD Fantasy Score of 6.35"
