Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade,FD (Proj),FD ($),FD (Val),FD (Pt/$1k),FD (Flr),FD (Flr Val),FD (Flr/$1k),FD (Ceil),FD (Ceil Val),FD (Ceil/$1k),FD (Wk $ Chg),FD (Own %),O/U,Line,Team O/U
2022,6,moorer1,Rondale Moore,WR,ARI,@SEA,17.2,6,6.0,0.0,0.0,0.0,0.0,0.0,1.1,4.5,0.0,4.8,47.5,0.1,0.0,0.2,2.7,0.0,0.0,0.0,C-Game,8.4,5600.0,1.6,1.50,1.5,-5.31,0.26,18.0,11.20,3.21,--,13,50.500,-2.500,26.5
2022,6,robina3,Allen Robinson,WR,LAR,CAR,22.1,20,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.2,0.4,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,7.3,5400.0,0.8,1.35,0.2,-6.33,0.04,16.6,10.06,3.07,--,1,41.500,-10,25.75
2022,6,jonesz1,Zay Jones,WR,JAX,@IND,18.4,9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,44.7,0.2,0.0,0.0,2.7,0.0,0.0,0.0,C-Game,8.3,5600.0,1.5,1.48,1.4,-5.33,0.26,17.7,10.95,3.17,--,8,41.000,1.500,19.75
2022,6,gallum1,Michael Gallup,WR,DAL,@PHI,15.6,3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.1,0.2,0.0,0.0,2.3,0.0,0.0,0.0,C-Game,7.4,6000.0,0.2,1.24,0.6,-6.65,0.10,16.9,9.68,2.82,--,-,42.000,6.500,17.75
2022,6,palmej3,Josh Palmer,WR,LAC,DEN,14.7,1,5.5,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,3.3,36.9,0.3,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,7.1,5200.0,0.8,1.36,0.4,-5.94,0.07,16.5,10.26,3.18,--,-,45.500,-4.5,25
2022,6,parked1,DeVante Parker,WR,NE,@CLE,24.1,23,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,36.0,0.3,0.0,0.0,1.5,0.0,0.0,0.0,C-Game,6.2,5500.0,-0.5,1.13,0.0,-6.66,0.00,15.7,9.04,2.85,--,3,43.000,2.500,20.25
2022,6,brownn1,Noah Brown,WR,DAL,@PHI,15.6,3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,42.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,6.9,5400.0,0.3,1.27,0.3,-6.23,0.06,16.4,9.89,3.04,--,-,42.000,6.500,17.75
2022,6,brownd12,Dyami Brown,WR,WAS,@CHI,19.9,17,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,38.8,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,6.4,4600.0,0.8,1.39,0.0,-5.57,0.00,15.9,10.35,3.46,--,-,38.500,-1.000,19.75
2022,6,zaccho1,Olamide Zaccheaus,WR,ATL,SF,19.6,13,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,41.3,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,6.5,5300.0,0.1,1.23,0.0,-6.39,0.00,16.1,9.69,3.04,--,1,46.000,4.5,20.75
2022,6,osbork1,K.J. Osborn,WR,MIN,@MIA,18.9,10,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.5,0.3,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,6.6,5300.0,0.2,1.25,0.2,-6.26,0.03,16.1,9.68,3.04,--,1,45.500,-3.000,24.25
2022,6,stbroe1,Equanimeous St. Brown,WR,CHI,WAS,31.6,32,5.0,0.0,0.0,0.0,0.0,0.0,0.4,4.2,0.0,1.9,30.3,0.3,0.0,0.2,1.4,0.0,0.0,0.0,C-Game,6.0,5200.0,-0.3,1.15,0.0,-6.29,0.00,15.6,9.29,3.00,--,-,38.500,1,18.75
2022,6,claypc1,Chase Claypool,WR,PIT,TB,19.7,14,5.0,0.0,0.0,0.0,0.0,0.0,0.8,5.6,0.0,2.9,33.9,0.2,0.0,0.2,1.8,0.0,0.0,0.0,C-Game,6.5,5500.0,-0.2,1.18,0.3,-6.35,0.06,16.2,9.50,2.94,--,3,46.000,9.5,18.25
2022,6,callam1,Marquez Callaway,WR,NO,CIN,15.5,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,38.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,6.4,5600.0,-0.3,1.15,0.2,-6.57,0.04,16.0,9.24,2.86,--,1,43.500,3,20.25
2022,6,carted4,DeAndre Carter,WR,LAC,DEN,14.7,1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,39.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,6.0,5100.0,-0.2,1.17,0.0,-6.17,0.00,15.6,9.47,3.07,--,-,45.500,-4.5,25
2022,6,anderr2,Robbie Anderson,WR,CAR,@LAR,25.4,27,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.1,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,5.9,5300.0,-0.5,1.12,0.0,-6.38,0.01,15.5,9.12,2.93,--,1,41.500,10.000,15.75
2022,6,slaytd1,Darius Slayton,WR,NYG,BAL,22.2,21,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,5.9,5600.0,-0.9,1.06,0.1,-6.71,0.01,15.5,8.76,2.77,--,3,45.500,5.5,20
2022,6,robinw1,Wan'Dale Robinson,WR,NYG,BAL,22.2,21,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,34.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,6.3,4900.0,0.4,1.29,0.4,-5.49,0.09,15.9,9.99,3.25,--,1,45.500,5.5,20
2022,6,shakik1,Khalil Shakir,WR,BUF,@KC,25.1,25,4.3,0.0,0.0,0.0,0.0,0.0,0.6,3.5,0.0,2.3,27.3,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,5.5,5400.0,-1.0,1.02,0.0,-6.53,0.00,15.3,8.81,2.84,--,1,54.000,-2.500,28.25
2022,6,agnewj1,Jamal Agnew,WR,JAX,@IND,18.4,9,4.3,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.0,2.7,29.8,0.2,0.0,0.1,1.6,0.0,0.0,0.0,C-Game,5.7,5100.0,-0.5,1.11,0.1,-6.06,0.02,15.3,9.14,3.00,--,1,41.000,1.500,19.75
2022,6,bournk1,Kendrick Bourne,WR,NE,@CLE,24.1,23,4.3,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,2.2,26.5,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,5.4,5000.0,-0.7,1.08,0.0,-6.05,0.00,15.0,8.99,3.01,--,1,43.000,2.500,20.25
2022,6,smitht9,Tre'Quan Smith,WR,NO,CIN,15.5,2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,31.4,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game,5.4,5300.0,-1.0,1.01,0.0,-6.41,0.00,15.0,8.61,2.84,--,1,43.500,3,20.25
2022,6,greena2,A.J. Green,WR,ARI,@SEA,17.2,6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,32.6,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,5.3,5300.0,-1.1,1.00,0.0,-6.41,0.00,15.0,8.57,2.83,--,1,50.500,-2.500,26.5
2022,6,skowrb1,Ben Skowronek,WR,LAR,CAR,22.1,20,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.9,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,5.4,5500.0,-1.3,0.98,0.0,-6.61,0.01,15.1,8.41,2.74,--,1,41.500,-10,25.75
2022,6,peopld1,Donovan Peoples-Jones,WR,CLE,NE,18.2,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,32.8,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,5.2,5500.0,-1.4,0.95,0.0,-6.64,0.00,15.0,8.32,2.72,--,3,43.000,-2.5,22.75
2022,6,gager1,Russell Gage,WR,TB,@PIT,31.6,31,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,24.8,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game,5.0,5600.0,-1.8,0.90,0.0,-6.78,0.00,14.7,7.88,2.62,--,1,46.000,-9.500,27.75
2022,6,hardmm1,Mecole Hardman,WR,KC,BUF,16.9,5,3.6,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,2.5,27.4,0.1,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,4.8,5600.0,-1.9,0.87,0.0,-6.78,0.00,14.6,7.87,2.62,--,1,54.000,2.5,25.75
2022,6,robind2,Demarcus Robinson,WR,BAL,@NYG,20.1,18,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,22.1,0.2,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,4.7,5400.0,-1.8,0.87,0.0,-6.53,0.00,14.4,7.82,2.66,--,1,45.500,-5.500,25.5
2022,6,jennij1,Jauan Jennings,WR,SF,@ATL,24.8,24,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,24.4,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,4.7,5100.0,-1.5,0.92,0.0,-6.17,0.00,14.4,8.23,2.82,--,1,46.000,-4.500,25.25
2022,6,jamesr1,Richie James,WR,NYG,BAL,22.2,21,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,25.5,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,4.5,5300.0,-1.9,0.85,0.0,-6.41,0.00,14.3,7.86,2.69,--,3,45.500,5.5,20
2022,6,thornt1,Tyquan Thornton,WR,NE,@CLE,24.1,23,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,24.4,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game,4.5,4800.0,-1.3,0.94,0.0,-5.81,0.00,14.3,8.46,2.97,--,1,43.000,2.500,20.25
2022,6,hodgek1,KhaDarel Hodge,WR,ATL,SF,19.6,13,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,26.2,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,4.1,5100.0,-2.0,0.81,0.0,-6.17,0.00,14.0,7.81,2.74,--,1,46.000,4.5,20.75
2022,6,prochj1,James Proche,WR,BAL,@NYG,20.1,18,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,3.5,5000.0,-2.5,0.71,0.0,-6.05,0.00,13.4,7.32,2.67,--,1,45.500,-5.500,25.5
2022,6,milles2,Scott Miller,WR,TB,@PIT,31.6,31,2.7,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,1.7,17.9,0.1,0.0,0.1,1.0,0.0,0.0,0.0,C-Game,3.5,4900.0,-2.4,0.72,0.0,-5.93,0.00,13.4,7.50,2.74,--,1,46.000,-9.500,27.75
2022,6,wilsoc2,Cedrick Wilson,WR,MIA,MIN,19.0,12,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.2,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,3.8,5000.0,-2.3,0.76,0.0,-6.05,0.00,13.6,7.58,2.73,--,1,45.500,3,21.25
2022,6,smiths4,Shi Smith,WR,CAR,@LAR,25.4,27,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game,3.5,5200.0,-2.8,0.67,0.0,-6.29,0.00,13.4,7.09,2.57,--,1,41.500,10.000,15.75
2022,6,kirkwk1,Keith Kirkwood,WR,NO,CIN,15.5,2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,3.0,4900.0,-3.0,0.61,0.0,-5.93,0.00,12.9,6.96,2.63,--,1,43.500,3,20.25
2022,6,pettid1,Dante Pettis,WR,CHI,WAS,31.6,32,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,18.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,2.6,4900.0,-3.3,0.54,0.0,-5.93,0.00,12.6,6.66,2.57,--,-,38.500,1,18.75
2022,6,hintok1,Kendall Hinton,WR,DEN,@LAC,27.7,29,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.1,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,3.0,5000.0,-3.1,0.59,0.0,-6.05,0.00,12.9,6.84,2.58,--,-,45.500,4.500,20.5
2022,6,johnsm3,Marcus Johnson,WR,NYG,BAL,22.2,21,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,20.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C-Game,3.0,5100.0,-3.2,0.59,0.0,-6.17,0.00,13.0,6.80,2.54,--,1,45.500,5.5,20
2022,6,dortcg1,Greg Dortch,WR,ARI,@SEA,17.2,6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,14.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,3.1,4800.0,-2.7,0.65,0.0,-5.81,0.00,13.0,7.18,2.71,--,1,50.500,-2.500,26.5
2022,6,campbp1,Parris Campbell,WR,IND,JAX,19.0,11,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,3.4,5100.0,-2.8,0.67,0.0,-6.17,0.00,13.3,7.18,2.62,--,1,41.000,-1.5,21.25
2022,6,moores1,Skyy Moore,WR,KC,BUF,16.9,5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,15.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,2.6,5000.0,-3.4,0.52,0.0,-6.05,0.00,12.6,6.53,2.52,--,1,54.000,2.5,25.75
2022,6,marsht1,Terrace Marshall,WR,CAR,@LAR,25.4,27,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.6,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,2.8,5100.0,-3.4,0.55,0.0,-6.17,0.00,12.8,6.60,2.50,--,1,41.500,10.000,15.75
2022,6,hamlek1,K.J. Hamler,WR,DEN,@LAC,27.7,29,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,14.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,2.7,5200.0,-3.6,0.52,0.0,-6.29,0.00,12.6,6.34,2.43,--,-,45.500,4.500,20.5
2022,6,sillsd1,David Sills,WR,NYG,BAL,22.2,21,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,2.5,5100.0,-3.7,0.48,0.0,-6.17,0.00,12.4,6.26,2.44,--,1,45.500,5.5,20
2022,6,berrib2,Braxton Berrios,WR,NYJ,@GB,19.9,16,1.8,0.0,0.0,0.0,0.0,0.0,0.9,7.0,0.0,1.2,9.6,0.0,0.0,0.3,0.6,0.0,0.0,0.0,C-Game,2.4,4900.0,-3.5,0.49,0.3,-5.67,0.05,12.5,6.61,2.56,--,1,45.000,7.500,18.75
2022,6,goodwm1,Marquise Goodwin,WR,SEA,ARI,16.6,4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,12.4,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.2,4700.0,-3.5,0.47,0.0,-5.69,0.00,12.2,6.48,2.59,--,-,50.500,2.5,24
2022,6,sherft1,Trent Sherfield,WR,MIA,MIN,19.0,12,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,2.5,4900.0,-3.4,0.52,0.0,-5.93,0.00,12.5,6.58,2.55,--,1,45.500,3,21.25
2022,6,jonesv1,Velus Jones,WR,CHI,WAS,31.6,32,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.1,4500.0,-3.4,0.46,0.0,-5.45,0.00,12.1,6.63,2.68,--,-,38.500,1,18.75
2022,6,mclour1,Ray-Ray McCloud,WR,SF,@ATL,24.8,24,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.4,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.9,4600.0,-3.7,0.41,0.0,-5.57,0.00,11.9,6.33,2.59,--,1,46.000,-4.500,25.25
2022,6,watkiq1,Quez Watkins,WR,PHI,DAL,18.3,8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.8,5000.0,-4.2,0.37,0.0,-6.05,0.00,11.9,5.83,2.38,--,-,42.000,-6.5,24.25
2022,6,atwelt1,Tutu Atwell,WR,LAR,CAR,22.1,20,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.7,4900.0,-4.2,0.35,0.0,-5.93,0.00,11.7,5.79,2.39,--,1,41.500,-10,25.75
2022,6,winfrj1,Juwann Winfree,WR,GB,NYJ,21.2,19,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,1.8,4500.0,-3.6,0.41,0.0,-5.45,0.00,11.9,6.47,2.65,--,1,45.000,-7.5,26.25
2022,6,stracm1,Mike Strachan,WR,IND,JAX,19.0,11,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.6,4700.0,-4.1,0.33,0.0,-5.69,0.00,11.6,5.96,2.48,--,1,41.000,-1.5,21.25
2022,6,wallat1,Tylan Wallace,WR,BAL,@NYG,20.1,18,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.6,5100.0,-4.6,0.31,0.0,-6.17,0.00,11.7,5.48,2.28,--,1,45.500,-5.500,25.5
2022,6,jonest6,Tim Jones,WR,JAX,@IND,18.4,9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,1.6,4500.0,-3.8,0.36,0.0,-5.45,0.00,11.7,6.29,2.61,--,1,41.000,1.500,19.75
2022,6,watsoj1,Justin Watson,WR,KC,BUF,16.9,5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.5,4800.0,-4.3,0.32,0.0,-5.81,0.00,11.6,5.80,2.42,--,1,54.000,2.5,25.75
2022,6,shaher1,Rashid Shaheed,WR,NO,CIN,15.5,2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.4,4500.0,-4.1,0.30,0.0,-5.45,0.00,11.4,6.00,2.54,--,1,43.500,3,20.25
2022,6,simsc2,Cam Sims,WR,WAS,@CHI,19.9,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.3,4500.0,-4.1,0.29,0.0,-5.45,0.00,11.4,5.96,2.53,--,-,38.500,-1.000,19.75
2022,6,eskrid1,D'Wayne Eskridge,WR,SEA,ARI,16.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.3,4600.0,-4.2,0.29,0.0,-5.57,0.00,11.4,5.84,2.48,--,1,50.500,2.5,24
2022,6,belld1,David Bell,WR,CLE,NE,18.2,7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.2,4900.0,-4.7,0.25,0.0,-5.93,0.00,11.4,5.43,2.32,--,1,43.000,-2.5,22.75
2022,6,pascaz1,Zach Pascal,WR,PHI,DAL,18.3,8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.2,4900.0,-4.7,0.25,0.0,-5.93,0.00,11.4,5.44,2.32,--,-,42.000,-6.5,24.25
2022,6,boykim1,Miles Boykin,WR,PIT,TB,19.7,14,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,0.9,4700.0,-4.8,0.19,0.0,-5.69,0.00,11.0,5.35,2.35,--,1,46.000,9.5,18.25
2022,6,thomam3,Mike Thomas,WR,CIN,@NO,25.4,26,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,0.8,4600.0,-4.7,0.18,0.0,-5.57,0.00,11.0,5.41,2.39,--,1,43.500,-3.000,23.25
2022,6,schwaa1,Anthony Schwartz,WR,CLE,NE,18.2,7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.6,4600.0,-4.9,0.14,0.0,-5.57,0.00,10.8,5.26,2.35,--,1,43.000,-2.5,22.75
2022,6,edwarb4,Bryan Edwards,WR,ATL,SF,19.6,13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,0.8,4800.0,-5.0,0.17,0.0,-5.81,0.00,11.0,5.18,2.29,--,1,46.000,4.5,20.75
2022,6,whitek1,Kevin White,WR,NO,CIN,15.5,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.5,4500.0,-4.9,0.12,0.0,-5.45,0.00,10.7,5.26,2.38,--,1,43.500,3,20.25
2022,6,fehoks1,Simi Fehoko,WR,DAL,@PHI,15.6,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.4,4600.0,-5.2,0.09,0.0,-5.57,0.00,10.6,5.01,2.30,--,-,42.000,6.500,17.75
2022,6,reagoj1,Jalen Reagor,WR,MIN,@MIA,18.9,10,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.4,4800.0,-5.4,0.08,0.0,-5.81,0.00,10.6,4.76,2.20,--,1,45.500,-3.000,24.25
2022,6,smithj8,Jeff Smith,WR,NYJ,@GB,19.9,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.4,4500.0,-5.0,0.09,0.0,-5.45,0.00,10.6,5.15,2.35,--,1,45.000,7.500,18.75
2022,6,kelcet1,Travis Kelce,TE,KC,BUF,1.6,1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,72.1,0.6,0.0,0.0,3.8,0.0,0.0,0.0,A-Game,14.2,8300.0,6.7,1.71,4.4,-3.04,0.53,19.5,11.99,2.34,--,13,54.000,2.5,25.75
2022,6,andrem1,Mark Andrews,TE,BAL,@NYG,8.5,23,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,76.7,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game,13.9,7800.0,6.9,1.78,4.7,-2.30,0.61,19.3,12.25,2.47,--,18,45.500,-5.500,25.5
2022,6,hillt2,Taysom Hill,TE,NO,CIN,7.8,19,9.1,0.0,0.0,0.0,0.0,0.0,10.7,64.1,0.5,0.0,0.0,0.0,0.0,2.7,0.0,0.1,0.0,0.0,A-Game,9.1,7500.0,2.4,1.22,0.0,-6.75,0.00,9.8,3.09,1.31,--,3,43.500,3,20.25
2022,6,ertzz1,Zach Ertz,TE,ARI,@SEA,23.5,32,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,50.2,0.7,0.0,0.0,2.7,0.0,0.0,0.0,A-Game,11.4,6000.0,6.0,1.90,2.4,-3.00,0.40,17.6,12.18,2.93,--,13,50.500,-2.500,26.5
2022,6,goeded1,Dallas Goedert,TE,PHI,DAL,4.2,8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,10.1,6100.0,4.6,1.66,3.1,-2.40,0.51,16.7,11.22,2.74,--,-,42.000,-6.5,24.25
2022,6,kittlg1,George Kittle,TE,SF,@ATL,8.2,21,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,48.7,0.5,0.0,0.0,2.6,0.0,0.0,0.0,B-Game,9.8,5700.0,4.6,1.71,2.2,-2.96,0.38,16.5,11.35,2.89,--,13,46.000,-4.500,25.25
2022,6,higbet1,Tyler Higbee,TE,LAR,CAR,4.0,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,55.3,0.3,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,9.8,6200.0,4.2,1.58,3.0,-2.55,0.49,16.5,10.93,2.66,--,13,41.500,-10,25.75
2022,6,njokud1,David Njoku,TE,CLE,NE,7.9,20,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,55.4,0.2,0.0,0.0,2.8,0.0,0.0,0.0,B-Game,8.9,5900.0,3.5,1.50,2.6,-2.74,0.44,15.9,10.56,2.69,--,3,43.000,-2.5,22.75
2022,6,evereg1,Gerald Everett,TE,LAC,DEN,4.7,9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,39.7,0.4,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,7.6,6000.0,2.2,1.27,1.1,-4.28,0.19,15.0,9.62,2.50,--,-,45.500,-4.5,25
2022,6,pittsk1,Kyle Pitts,TE,ATL,SF,2.4,2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.3,0.2,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,6.6,5500.0,1.7,1.21,1.1,-3.85,0.20,14.4,9.41,2.61,--,8,46.000,4.5,20.75
