Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade,DK (Proj),DK ($),DK (Val),DK (Pt/$1k),DK (Flr),DK (Flr Val),DK (Flr/$1k),DK (Ceil),DK (Ceil Val),DK (Ceil/$1k),DK (Wk $ Chg),DK (Own %),O/U,Line,Team O/U
2022,6,palmej3,Josh Palmer,WR,LAC,DEN,14.7,1,5.5,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.0,3.3,36.9,0.3,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,9.0,4700.0,-0.3,1.91,0.7,-8.56,0.15,19.3,10.05,4.11,--,-,45.500,-4.5,25
2022,6,parked1,DeVante Parker,WR,NE,@CLE,24.1,23,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,36.0,0.3,0.0,0.0,1.5,0.0,0.0,0.0,C-Game,7.3,4400.0,-1.4,1.65,0.0,-8.67,0.00,17.7,9.06,4.03,--,3,43.000,2.500,20.25
2022,6,brownn1,Noah Brown,WR,DAL,@PHI,15.6,3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,42.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,8.7,4200.0,0.4,2.08,0.6,-7.68,0.14,19.1,10.86,4.55,--,-,42.000,6.500,17.75
2022,6,brownd12,Dyami Brown,WR,WAS,@CHI,19.9,17,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,38.8,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,7.7,3400.0,1.0,2.27,0.0,-6.70,0.00,18.2,11.50,5.35,--,-,38.500,-1.000,19.75
2022,6,zaccho1,Olamide Zaccheaus,WR,ATL,SF,19.6,13,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,41.3,0.2,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,8.1,4000.0,0.2,2.02,0.0,-7.84,0.01,18.5,10.66,4.63,--,1,46.000,4.5,20.75
2022,6,osbork1,K.J. Osborn,WR,MIN,@MIA,18.9,10,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.5,0.3,0.0,0.0,1.8,0.0,0.0,0.0,C-Game,8.3,4300.0,-0.2,1.92,0.3,-8.17,0.07,18.7,10.18,4.34,--,1,45.500,-3.000,24.25
2022,6,stbroe1,Equanimeous St. Brown,WR,CHI,WAS,31.6,32,5.0,0.0,0.0,0.0,0.0,0.0,0.4,4.2,0.0,1.9,30.3,0.3,0.0,0.2,1.4,0.0,0.0,0.0,C-Game,7.1,3700.0,-0.1,1.93,0.0,-7.29,0.00,17.7,10.44,4.79,--,-,38.500,1,18.75
2022,6,claypc1,Chase Claypool,WR,PIT,TB,19.7,14,5.0,0.0,0.0,0.0,0.0,0.0,0.8,5.6,0.0,2.9,33.9,0.2,0.0,0.2,1.8,0.0,0.0,0.0,C-Game,8.2,4500.0,-0.7,1.82,0.5,-8.37,0.11,18.8,9.90,4.17,--,3,46.000,9.5,18.25
2022,6,callam1,Marquez Callaway,WR,NO,CIN,15.5,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,38.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,8.2,3900.0,0.5,2.09,0.4,-7.27,0.11,18.6,10.95,4.78,--,1,43.500,3,20.25
2022,6,carted4,DeAndre Carter,WR,LAC,DEN,14.7,1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,39.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,7.4,3600.0,0.3,2.05,0.0,-7.09,0.00,18.0,10.87,4.99,--,-,45.500,-4.5,25
2022,6,anderr2,Robbie Anderson,WR,CAR,@LAR,25.4,27,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.1,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,7.4,4100.0,-0.6,1.81,0.1,-8.01,0.02,18.0,9.90,4.38,--,1,41.500,10.000,15.75
2022,6,slaytd1,Darius Slayton,WR,NYG,BAL,22.2,21,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,34.7,0.2,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,7.5,3800.0,-0.0,1.96,0.1,-7.36,0.03,18.0,10.52,4.74,--,3,45.500,5.5,20
2022,6,robinw1,Wan'Dale Robinson,WR,NYG,BAL,22.2,21,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,34.7,0.2,0.0,0.0,1.9,0.0,0.0,0.0,C-Game,8.3,3600.0,1.2,2.30,0.9,-6.21,0.24,18.8,11.67,5.21,--,1,45.500,5.5,20
2022,6,shakik1,Khalil Shakir,WR,BUF,@KC,25.1,25,4.3,0.0,0.0,0.0,0.0,0.0,0.6,3.5,0.0,2.3,27.3,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,6.8,3700.0,-0.5,1.85,0.0,-7.29,0.00,17.7,10.37,4.77,--,1,54.000,-2.500,28.25
2022,6,agnewj1,Jamal Agnew,WR,JAX,@IND,18.4,9,4.3,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.0,2.7,29.8,0.2,0.0,0.1,1.6,0.0,0.0,0.0,C-Game,7.2,3200.0,0.9,2.26,0.2,-6.09,0.07,17.8,11.53,5.57,--,1,41.000,1.500,19.75
2022,6,bournk1,Kendrick Bourne,WR,NE,@CLE,24.1,23,4.3,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,2.2,26.5,0.2,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,6.7,3100.0,0.6,2.16,0.0,-6.11,0.00,17.3,11.23,5.59,--,1,43.000,2.500,20.25
2022,6,smitht9,Tre'Quan Smith,WR,NO,CIN,15.5,2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,31.4,0.2,0.0,0.0,1.5,0.0,0.0,0.0,C-Game,6.7,3700.0,-0.6,1.81,0.0,-7.29,0.00,17.3,10.05,4.69,--,1,43.500,3,20.25
2022,6,greena2,A.J. Green,WR,ARI,@SEA,17.2,6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,32.6,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,6.7,4100.0,-1.4,1.63,0.0,-8.08,0.00,17.3,9.26,4.23,--,1,50.500,-2.500,26.5
2022,6,skowrb1,Ben Skowronek,WR,LAR,CAR,22.1,20,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,32.9,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,6.9,4100.0,-1.2,1.68,0.1,-7.98,0.02,17.5,9.45,4.27,--,1,41.500,-10,25.75
2022,6,peopld1,Donovan Peoples-Jones,WR,CLE,NE,18.2,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,32.8,0.1,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,6.7,3900.0,-1.0,1.72,0.0,-7.66,0.01,17.4,9.71,4.46,--,3,43.000,-2.5,22.75
2022,6,gager1,Russell Gage,WR,TB,@PIT,31.6,31,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,24.8,0.2,0.0,0.0,1.4,0.0,0.0,0.0,C-Game,6.4,4400.0,-2.3,1.46,0.0,-8.67,0.00,17.1,8.39,3.88,--,1,46.000,-9.500,27.75
2022,6,hardmm1,Mecole Hardman,WR,KC,BUF,16.9,5,3.6,0.0,0.0,0.0,0.0,0.0,0.4,1.9,0.0,2.5,27.4,0.1,0.0,0.1,1.4,0.0,0.0,0.0,C-Game,6.3,4000.0,-1.6,1.57,0.0,-7.88,0.00,17.0,9.17,4.26,--,1,54.000,2.5,25.75
2022,6,robind2,Demarcus Robinson,WR,BAL,@NYG,20.1,18,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,22.1,0.2,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,6.0,3200.0,-0.4,1.86,0.0,-6.30,0.00,16.6,10.34,5.20,--,1,45.500,-5.500,25.5
2022,6,jennij1,Jauan Jennings,WR,SF,@ATL,24.8,24,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,24.4,0.2,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,6.0,3600.0,-1.1,1.67,0.0,-7.09,0.00,16.7,9.62,4.64,--,1,46.000,-4.500,25.25
2022,6,jamesr1,Richie James,WR,NYG,BAL,22.2,21,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,25.5,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,5.8,4200.0,-2.5,1.38,0.0,-8.27,0.00,16.6,8.30,3.95,--,3,45.500,5.5,20
2022,6,thornt1,Tyquan Thornton,WR,NE,@CLE,24.1,23,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,24.4,0.1,0.0,0.0,1.4,0.0,0.0,0.0,C-Game,5.9,3000.0,-0.0,1.97,0.0,-5.91,0.00,16.7,10.75,5.55,--,1,43.000,2.500,20.25
2022,6,hodgek1,KhaDarel Hodge,WR,ATL,SF,19.6,13,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,26.2,0.1,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,5.3,3400.0,-1.4,1.56,0.0,-6.70,0.00,16.1,9.45,4.75,--,1,46.000,4.5,20.75
2022,6,prochj1,James Proche,WR,BAL,@NYG,20.1,18,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,4.3,3000.0,-1.6,1.44,0.0,-5.91,0.00,15.3,9.34,5.08,--,1,45.500,-5.500,25.5
2022,6,milles2,Scott Miller,WR,TB,@PIT,31.6,31,2.7,0.0,0.0,0.0,0.0,0.0,0.3,2.1,0.0,1.7,17.9,0.1,0.0,0.1,1.0,0.0,0.0,0.0,C-Game,4.5,3800.0,-3.0,1.19,0.0,-7.49,0.00,15.5,8.00,4.08,--,1,46.000,-9.500,27.75
2022,6,wilsoc2,Cedrick Wilson,WR,MIA,MIN,19.0,12,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.2,0.1,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,5.1,3400.0,-1.6,1.49,0.0,-6.70,0.00,15.9,9.24,4.69,--,1,45.500,3,21.25
2022,6,smiths4,Shi Smith,WR,CAR,@LAR,25.4,27,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,21.7,0.1,0.0,0.0,1.1,0.0,0.0,0.0,C-Game,4.5,3600.0,-2.6,1.25,0.0,-7.09,0.00,15.5,8.39,4.30,--,1,41.500,10.000,15.75
2022,6,kirkwk1,Keith Kirkwood,WR,NO,CIN,15.5,2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,3.7,3000.0,-2.2,1.22,0.0,-5.91,0.00,14.7,8.78,4.90,--,1,43.500,3,20.25
2022,6,pettid1,Dante Pettis,WR,CHI,WAS,31.6,32,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,18.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,3.1,3300.0,-3.4,0.94,0.0,-6.50,0.00,14.2,7.70,4.30,--,-,38.500,1,18.75
2022,6,hintok1,Kendall Hinton,WR,DEN,@LAC,27.7,29,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.1,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,3.8,3000.0,-2.1,1.26,0.0,-5.91,0.00,14.8,8.89,4.93,--,-,45.500,4.500,20.5
2022,6,johnsm3,Marcus Johnson,WR,NYG,BAL,22.2,21,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,20.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C-Game,3.9,3000.0,-2.0,1.30,0.0,-5.91,0.00,14.9,9.03,4.98,--,1,45.500,5.5,20
2022,6,dortcg1,Greg Dortch,WR,ARI,@SEA,17.2,6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,14.9,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,4.1,4000.0,-3.8,1.02,0.0,-7.88,0.00,15.1,7.18,3.76,--,1,50.500,-2.500,26.5
2022,6,campbp1,Parris Campbell,WR,IND,JAX,19.0,11,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,20.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,C-Game,4.7,3400.0,-2.0,1.39,0.0,-6.70,0.00,15.7,8.99,4.61,--,1,41.000,-1.5,21.25
2022,6,moores1,Skyy Moore,WR,KC,BUF,16.9,5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,15.9,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,3.3,3500.0,-3.6,0.94,0.0,-6.90,0.00,14.4,7.47,4.11,--,1,54.000,2.5,25.75
2022,6,marsht1,Terrace Marshall,WR,CAR,@LAR,25.4,27,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.6,0.1,0.0,0.0,0.9,0.0,0.0,0.0,C-Game,3.7,3400.0,-3.0,1.08,0.0,-6.70,0.00,14.7,8.05,4.34,--,1,41.500,10.000,15.75
2022,6,hamlek1,K.J. Hamler,WR,DEN,@LAC,27.7,29,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,14.4,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,3.5,3600.0,-3.6,0.98,0.0,-7.09,0.00,14.6,7.50,4.05,--,-,45.500,4.500,20.5
2022,6,sillsd1,David Sills,WR,NYG,BAL,22.2,21,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.3,0.1,0.0,0.0,0.7,0.0,0.0,0.0,C-Game,3.2,3400.0,-3.5,0.93,0.0,-6.70,0.00,14.3,7.57,4.20,--,1,45.500,5.5,20
2022,6,berrib2,Braxton Berrios,WR,NYJ,@GB,19.9,16,1.8,0.0,0.0,0.0,0.0,0.0,0.9,7.0,0.0,1.2,9.6,0.0,0.0,0.3,0.6,0.0,0.0,0.0,C-Game,3.1,3600.0,-4.0,0.86,0.3,-6.83,0.07,14.4,7.28,3.99,--,1,45.000,7.500,18.75
2022,6,goodwm1,Marquise Goodwin,WR,SEA,ARI,16.6,4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,12.4,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.7,3400.0,-4.0,0.80,0.0,-6.70,0.00,13.9,7.16,4.08,--,-,50.500,2.5,24
2022,6,sherft1,Trent Sherfield,WR,MIA,MIN,19.0,12,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,13.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,C-Game,3.4,3000.0,-2.5,1.15,0.0,-5.91,0.00,14.5,8.61,4.84,--,1,45.500,3,21.25
2022,6,jonesv1,Velus Jones,WR,CHI,WAS,31.6,32,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.7,3200.0,-3.6,0.84,0.0,-6.30,0.00,13.8,7.53,4.32,--,-,38.500,1,18.75
2022,6,mclour1,Ray-Ray McCloud,WR,SF,@ATL,24.8,24,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.4,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,2.4,3000.0,-3.5,0.80,0.0,-5.91,0.00,13.6,7.68,4.53,--,1,46.000,-4.500,25.25
2022,6,watkiq1,Quez Watkins,WR,PHI,DAL,18.3,8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,2.3,3500.0,-4.6,0.67,0.0,-6.90,0.00,13.5,6.65,3.87,--,-,42.000,-6.5,24.25
2022,6,atwelt1,Tutu Atwell,WR,LAR,CAR,22.1,20,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.2,0.1,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,2.0,3000.0,-3.9,0.68,0.0,-5.91,0.00,13.3,7.36,4.42,--,1,41.500,-10,25.75
2022,6,winfrj1,Juwann Winfree,WR,GB,NYJ,21.2,19,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.4,3000.0,-3.5,0.79,0.0,-5.91,0.00,13.6,7.70,4.54,--,1,45.000,-7.5,26.25
2022,6,stracm1,Mike Strachan,WR,IND,JAX,19.0,11,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.9,3000.0,-4.0,0.64,0.0,-5.91,0.00,13.2,7.28,4.40,--,1,41.000,-1.5,21.25
2022,6,wallat1,Tylan Wallace,WR,BAL,@NYG,20.1,18,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.9,3000.0,-4.0,0.65,0.0,-5.91,0.00,13.2,7.31,4.41,--,1,45.500,-5.500,25.5
2022,6,jonest6,Tim Jones,WR,JAX,@IND,18.4,9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,C-Game,2.1,3000.0,-3.8,0.70,0.0,-5.91,0.00,13.4,7.47,4.46,--,1,41.000,1.500,19.75
2022,6,watsoj1,Justin Watson,WR,KC,BUF,16.9,5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.9,3000.0,-4.0,0.64,0.0,-5.91,0.00,13.2,7.27,4.39,--,1,54.000,2.5,25.75
2022,6,shaher1,Rashid Shaheed,WR,NO,CIN,15.5,2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.6,3000.0,-4.3,0.54,0.0,-5.91,0.00,12.9,7.00,4.30,--,1,43.500,3,20.25
2022,6,simsc2,Cam Sims,WR,WAS,@CHI,19.9,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.7,3100.0,-4.4,0.54,0.0,-6.11,0.00,13.0,6.87,4.19,--,-,38.500,-1.000,19.75
2022,6,eskrid1,D'Wayne Eskridge,WR,SEA,ARI,16.6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,C-Game,1.7,3300.0,-4.8,0.52,0.0,-6.50,0.00,13.0,6.50,3.94,--,1,50.500,2.5,24
2022,6,belld1,David Bell,WR,CLE,NE,18.2,7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.7,3100.0,-4.4,0.55,0.0,-6.11,0.00,13.0,6.92,4.20,--,1,43.000,-2.5,22.75
2022,6,pascaz1,Zach Pascal,WR,PHI,DAL,18.3,8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,C-Game,1.8,3200.0,-4.5,0.56,0.0,-6.30,0.00,13.1,6.82,4.10,--,-,42.000,-6.5,24.25
2022,6,boykim1,Miles Boykin,WR,PIT,TB,19.7,14,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,1.2,3000.0,-4.8,0.38,0.0,-5.91,0.00,12.5,6.61,4.17,--,1,46.000,9.5,18.25
2022,6,thomam3,Mike Thomas,WR,CIN,@NO,25.4,26,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,1.1,3000.0,-4.8,0.37,0.0,-5.91,0.00,12.5,6.57,4.16,--,1,43.500,-3.000,23.25
2022,6,schwaa1,Anthony Schwartz,WR,CLE,NE,18.2,7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.8,3000.0,-5.1,0.27,0.0,-5.91,0.00,12.2,6.33,4.08,--,1,43.000,-2.5,22.75
2022,6,edwarb4,Bryan Edwards,WR,ATL,SF,19.6,13,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C-Game,1.2,3000.0,-4.7,0.40,0.0,-5.91,0.00,12.6,6.68,4.20,--,1,46.000,4.5,20.75
2022,6,whitek1,Kevin White,WR,NO,CIN,15.5,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.6,3000.0,-5.3,0.21,0.0,-5.91,0.00,12.1,6.15,4.02,--,1,43.500,3,20.25
2022,6,fehoks1,Simi Fehoko,WR,DAL,@PHI,15.6,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.5,3000.0,-5.4,0.16,0.0,-5.91,0.00,11.9,6.00,3.97,--,-,42.000,6.500,17.75
2022,6,reagoj1,Jalen Reagor,WR,MIN,@MIA,18.9,10,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,C-Game,0.5,3300.0,-6.0,0.16,0.0,-6.50,0.00,12.0,5.46,3.63,--,1,45.500,-3.000,24.25
2022,6,smithj8,Jeff Smith,WR,NYJ,@GB,19.9,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,C-Game,0.6,3000.0,-5.3,0.19,0.0,-5.91,0.00,12.0,6.12,4.01,--,1,45.000,7.500,18.75
2022,6,kelcet1,Travis Kelce,TE,KC,BUF,1.6,1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,72.1,0.6,0.0,0.0,3.8,0.0,0.0,0.0,A-Game,17.9,7800.0,3.7,2.29,6.0,-8.22,0.77,23.3,9.10,2.99,--,8,54.000,2.5,25.75
2022,6,andrem1,Mark Andrews,TE,BAL,@NYG,8.5,23,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,76.7,0.5,0.0,0.0,4.0,0.0,0.0,0.0,A-Game,17.6,7000.0,4.8,2.51,6.2,-6.49,0.89,23.1,10.34,3.30,--,18,45.500,-5.500,25.5
2022,6,hillt2,Taysom Hill,TE,NO,CIN,7.8,19,9.1,0.0,0.0,0.0,0.0,0.0,10.7,64.1,0.5,0.0,0.0,0.0,0.0,2.7,0.0,0.1,0.0,0.0,A-Game,9.6,5100.0,0.3,1.88,0.0,-9.28,0.00,11.5,2.24,2.26,--,3,43.500,3,20.25
2022,6,ertzz1,Zach Ertz,TE,ARI,@SEA,23.5,32,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,50.2,0.7,0.0,0.0,2.7,0.0,0.0,0.0,A-Game,14.2,4900.0,5.2,2.89,3.4,-5.51,0.70,20.9,11.96,4.26,--,13,50.500,-2.500,26.5
2022,6,goeded1,Dallas Goedert,TE,PHI,DAL,4.2,8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,61.1,0.3,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,12.8,5000.0,3.7,2.57,4.0,-5.06,0.81,19.9,10.85,3.99,--,-,42.000,-6.5,24.25
2022,6,kittlg1,George Kittle,TE,SF,@ATL,8.2,21,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,48.7,0.5,0.0,0.0,2.6,0.0,0.0,0.0,B-Game,12.3,5100.0,3.0,2.41,3.1,-6.23,0.60,19.6,10.36,3.85,--,3,46.000,-4.500,25.25
2022,6,higbet1,Tyler Higbee,TE,LAR,CAR,4.0,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,55.3,0.3,0.0,0.0,3.1,0.0,0.0,0.0,B-Game,13.0,4600.0,4.6,2.83,4.3,-4.05,0.94,20.1,11.71,4.37,--,18,41.500,-10,25.75
2022,6,njokud1,David Njoku,TE,CLE,NE,7.9,20,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,55.4,0.2,0.0,0.0,2.8,0.0,0.0,0.0,B-Game,11.4,4000.0,4.1,2.84,3.4,-3.88,0.85,19.0,11.71,4.75,--,8,43.000,-2.5,22.75
2022,6,evereg1,Gerald Everett,TE,LAC,DEN,4.7,9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,39.7,0.4,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,9.5,3700.0,2.7,2.56,1.6,-5.17,0.42,17.8,11.02,4.80,--,-,45.500,-4.5,25
2022,6,pittsk1,Kyle Pitts,TE,ATL,SF,2.4,2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.3,0.2,0.0,0.0,2.0,0.0,0.0,0.0,C-Game,8.4,4200.0,0.7,1.99,1.5,-6.16,0.35,17.0,9.39,4.05,--,8,46.000,4.5,20.75
2022,6,smithi2,Irv Smith Jr.,TE,MIN,@MIA,9.8,26,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,30.3,0.3,0.0,0.0,1.6,0.0,0.0,0.0,C-Game,7.6,3200.0,1.8,2.39,0.7,-5.11,0.22,16.6,10.74,5.18,--,3,45.500,-3.000,24.25
2022,6,knoxd1,Dawson Knox,TE,BUF,@KC,8.3,22,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,25.8,0.3,0.0,0.0,1.5,0.0,0.0,0.0,C-Game,7.6,3400.0,1.4,2.24,0.7,-5.45,0.22,16.6,10.37,4.87,--,8,54.000,-2.500,28.25
2022,6,hursth1,Hayden Hurst,TE,CIN,@NO,3.4,5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,29.5,0.3,0.0,0.0,1.7,0.0,0.0,0.0,C-Game,8.3,3300.0,2.3,2.53,1.3,-4.75,0.38,17.0,11.02,5.16,--,8,43.500,-3.000,23.25
2022,6,bellid1,Daniel Bellinger,TE,NYG,BAL,10.6,28,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,24.5,0.3,0.0,0.0,1.3,0.0,0.0,0.0,C-Game,6.7,3200.0,0.9,2.09,0.2,-5.60,0.07,15.9,10.12,4.98,--,1,45.500,5.5,20
