"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Stone Smartt","TE","LAC",0,0,0,0,0,0,0,0,3.1,31.9,0.2,5.9,7.5,""
"Cade Otton","TE","TB",0,0,0,0,0,0,0,0,5.6,60.2,0.4,11.2,14,""
"Evan Engram","TE","JAC",0,0,0,0,0,0,0,0,6.2,47.4,0.3,9.6,12.7,""
"Tyler Conklin","TE","NYJ",0,0,0,0,0,0,0,0,3.3,33.1,0.2,6.2,7.8,""
"George Kittle","TE","SF",0,0,0,0,0,0,0,0,6.3,86.6,0.6,15.4,18.6," -- Over PP Receptions of 4.5 -- Over UD Receiving Yards of 56.5 -- Over PP Receiving Yards of 56.5 -- Over PP Fantasy Score of 12.5"
"Colby Parkinson","TE","LAR",0,0,0,0,0,0,0,0,1.7,20.3,0.2,4.1,4.9,""
"Noah Fant","TE","SEA",0,0,0,0,0,0,0,0,2.8,29.6,0.2,5.6,7,""
"Tucker Kraft","TE","GB",0,0,0,0,0,0,0,0,3,36.1,0.5,8.1,9.6,""
"Ja'Tavion Sanders","TE","CAR",0,0,0,0,0,0,0,0,3,26.4,0.2,5.3,6.8,""
"Luke Schoonmaker","TE","DAL",0,0,0,0,0,0,0,0,2.2,21.1,0.2,4.4,5.5,""
"Foster Moreau","TE","NO",0,0,0,0,0,0,0,0,1.6,13.9,0.2,3.4,4.2,""
"John Bates","TE","WAS",0,0,0,0,0,0,0,0,0.5,2,0.1,1.1,1.3,""
"Josh Oliver","TE","MIN",0,0,0,0,0,0,0,0,2.4,25.8,0.2,5,6.2,""
"Gerald Everett","TE","CHI",0,0,0,0,0,0,0,0,2.2,17.4,0.1,3.4,4.5,""
"Cade Stover","TE","HOU",0,0,0,0,0,0,0,0,0.9,10.3,0.1,2.1,2.5,""
"Julian Hill","TE","MIA",0,0,0,0,0,0,0,0,1,9.6,0.1,2.1,2.6,""
"Lucas Krull","TE","DEN",0,0,0,0,0,0,0,0,1.2,11.4,0.2,2.9,3.5,""
"Mo Alie-Cox","TE","IND",0,0,0,0,0,0,0,0,0.4,4.2,0.1,1.2,1.4,""
"Jordan Akins","TE","CLE",0,0,0,0,0,0,0,0,2.6,27.1,0.2,5.2,6.5,""
"Noah Gray","TE","KC",0,0,0,0,0,0,0,0,2.5,28.5,0.3,5.9,7.2,""
"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,0.9,9.4,0.2,2.6,3,""
"Zach Davidson","TE","BUF",0,0,0,0,0,0,0,0,0.7,7.7,0.2,2.3,2.7,""
"Elijah Higgins","TE","ARI",0,0,0,0,0,0,0,0,1.5,14.2,0.1,2.8,3.5,""
"Austin Hooper","TE","NE",0,0,0,0,0,0,0,0,1.9,23.4,0.2,4.5,5.4,""
"Chris Manhertz","TE","NYG",0,0,0,0,0,0,0,0,0.5,7.6,0.1,1.6,1.9,""
"Isaiah Likely","TE","BAL",0,0,0,0,0,0,0,0,2.5,26.5,0.3,5.7,7,""
"Josh Whyle","TE","TEN",0,0,0,0,0,0,0,0,1.8,18.7,0.1,3.4,4.3,""
"Tanner Hudson","TE","CIN",0,0,0,0,0,0,0,0,2.5,17,0.2,4.2,5.4,""
"Michael Mayer","TE","LV",0,0,0,0,0,0,0,0,1.7,13.5,0.2,3.4,4.3,""
"Charlie Woerner","TE","ATL",0,0,0,0,0,0,0,0,0.4,7.5,0.1,1.6,1.8,""
,,"SF",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Darnell Washington","TE","PIT",0,0,0,0,0,0,0,0,1.3,13.9,0.2,3.2,3.9,""
"Tucker Fisk","TE","LAC",0,0,0,0,0,0,0,0,1.1,10.7,0.2,2.8,3.4,""
"Payne Durham","TE","TB",0,0,0,0,0,0,0,0,0.6,6.4,0.1,1.5,1.8,""
"Brenton Strange","TE","JAC",0,0,0,0,0,0,0,0,2,19.2,0.3,4.7,5.7,""
"Jeremy Ruckert","TE","NYJ",0,0,0,0,0,0,0,0,1.4,8.6,0.1,2.2,2.9,""
"Davis Allen","TE","LAR",0,0,0,0,0,0,0,0,1,6.4,0.1,1.7,2.2,""
"AJ Barner","TE","SEA",0,0,0,0,0,0,0,0,2.4,16.3,0.2,4,5.2,""
"Ben Sims","TE","GB",0,0,0,0,0,0,0,0,0.8,4.6,0.1,1.5,1.9,""
