"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Bijan Robinson","RB","ATL",0,0,0,0,0,17.5,74.5,0.6,4.2,34,0.2,17.8,19.9,""
"Jahmyr Gibbs","RB","DET",0,0,0,0,0,13,69.2,0.6,2.5,24,0.2,15.4,16.6,""
"Josh Jacobs","RB","GB",0,0,0,0,0,20.5,83.7,0.6,2.5,22.8,0.2,16.7,17.9," -- Over PP Carries of: 16 -- Over UD Rush Yards of 66.5 -- Over PP Rush Yards of: 67.5 -- Over UD Receiving Yards of 15.5 -- Over PP Receiving Yards of 15.5"
"Rico Dowdle","RB","DAL",0,0,0,0,0,16.8,71.4,0.5,2.6,14.1,0.2,14.1,15.3,""
"Chase Brown","RB","CIN",0,0,0,0,0,17.2,75.5,0.9,4.1,25.6,0.2,18.8,20.8,""
"Tony Pollard","RB","TEN",0,0,0,0,0,15.9,72.9,0.6,2.9,17,0.2,15.2,16.7,""
"Travis Etienne","RB","JAC",0,0,0,0,0,12.4,52.7,0.4,2.3,10.1,0.1,10.4,11.6,""
"Bucky Irving","RB","TB",0,0,0,0,0,14.5,64.2,0.6,2.7,29.6,0.2,15.5,16.9," -- Under PP Rush Yards of 72.5"
"Ameer Abdullah","RB","LV",0,0,0,0,0,8.7,31.2,0.4,2.8,22.1,0.2,10.3,11.7,""
"James Conner","RB","ARI",0,0,0,0,0,13.8,62.7,0.6,2.4,23.8,0.1,14.1,15.3,""
"Kenneth Walker","RB","SEA",0,0,0,0,0,15.8,64.3,0.6,3.3,23.2,0.2,15.2,16.9,""
"Najee Harris","RB","PIT",0,0,0,0,0,16.6,71.3,0.6,2.1,20.4,0.1,14.4,15.5,""
"Nick Chubb","RB","CLE",0,0,0,0,0,11.7,50.1,0.5,1.1,9.2,0.2,10.7,11.2,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4.4,20.4,0.1,1.5,10,0.1,5,5.7,""
"Jonathon Brooks","RB","CAR",0,0,0,0,0,6.1,23.3,0.1,2,13.1,0.2,6.4,7.4,""
"Devin Singletary","RB","NYG",0,0,0,0,0,6.1,26.1,0.3,0.9,6.7,0.1,6.1,6.6,""
"Jamaal Williams","RB","NO",0,0,0,0,0,7.9,27.8,0.5,1.1,4.9,0.1,7.4,8,""
"Patrick Taylor","RB","SF",0,0,0,0,0,2.9,15,0.2,1.1,9.6,0.1,4.8,5.4,""
"Travis Homer","RB","CHI",0,0,0,0,0,2.8,14.2,0.3,0.8,3.2,0.1,4.5,4.9,""
"Kareem Hunt","RB","KC",0,0,0,0,0,10.1,34,0.4,1.1,8.9,0.1,7.8,8.4,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,4.7,20,0.2,1.6,6.8,0.1,5.3,6.1,""
"Raheem Mostert","RB","MIA",0,0,0,0,0,8.2,34.5,0.5,1.2,11.6,0.1,8.8,9.4,""
"Braelon Allen","RB","NYJ",0,0,0,0,0,6.6,24.7,0.4,1,7.3,0.2,7.3,7.8,""
"Blake Corum","RB","LAR",0,0,0,0,0,5.4,19.4,0.2,0.3,2.7,0.1,4.2,4.3,""
"Ray Davis","RB","BUF",0,0,0,0,0,9.2,35.9,0.3,1.1,9.7,0.1,7.5,8.1,""
"Cam Akers","RB","MIN",0,0,0,0,0,8.6,32.1,0.2,1.1,5.7,0.2,6.7,7.3,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,8.1,30.5,0.3,0.3,1.6,0.1,5.8,5.9,""
"David Montgomery","RB","DET",0,0,0,0,0,12.8,55.3,0.7,2.3,21.6,0.1,13.6,14.8," -- Over UD Receiving Yards of 12.5"
"Emanuel Wilson","RB","GB",0,0,0,0,0,11.2,58.4,0.3,2,9.9,0.3,11.4,12.4,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,3.9,13.3,0.3,1.1,5,0.1,4.8,5.3,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,4,18.3,0.2,0,0,0.1,3.6,3.6,""
"Tyjae Spears","RB","TEN",0,0,0,0,0,5.2,24.6,0.3,2.4,13.3,0.1,7.4,8.6,""
"Tank Bigsby","RB","JAC",0,0,0,0,0,11.1,55.1,0.4,0.4,3.3,0.1,9,9.2,""
"Rachaad White","RB","TB",0,0,0,0,0,7.6,33.6,0.3,3.3,27.2,0.4,11.9,13.6,""
"Sincere McCormick","RB","LV",0,0,0,0,0,11.4,48.7,0.4,1.5,9.3,0.1,9.6,10.3,""
"Trey Benson","RB","ARI",0,0,0,0,0,7.4,27.4,0.2,0.5,5.5,0.1,5.3,5.6,""
"Zach Charbonnet","RB","SEA",0,0,0,0,0,5.5,22.2,0.3,2,11.7,0.1,6.8,7.8,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,5.4,27.9,0.5,2.6,27,0.2,11,12.3,""
"Jerome Ford","RB","CLE",0,0,0,0,0,6.6,31.5,0.1,2.9,15.6,0.2,8,9.4,""
"Will Shipley","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Kyle Juszczyk","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Samaje Perine","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hassan Haskins","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Alec Ingold","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Isaiah Davis","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Johnson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Ty Chandler","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Hunter Luepke","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Julius Chestnut","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Sean Tucker","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Emari Demercado","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Cordarrelle Patterson","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"AJ Brown","WR","PHI",0,0,0,0,0,0,0,0,5.1,91.8,0.5,14.7,17.3,""
"Adam Thielen","WR","CAR",0,0,0,0,0,0,0,0,3.1,49.4,0.4,8.9,10.4,""
"Malik Nabers","WR","NYG",0,0,0,0,0,0,0,0,5.4,57,0.4,10.8,13.5," -- Under PP Receiving Yards of 68.5"
"Marquez Valdes-Scantling","WR","NO",0,0,0,0,0,0,0,0,2.3,49.1,0.4,8.5,9.6," -- Over PP Receiving Yards of 36.5"
"Deebo Samuel","WR","SF",0,0,0,0,0,1.9,11.1,0.2,3.3,42.6,0.3,10,11.7,""
"DJ Moore","WR","CHI",0,0,0,0,0,0.6,3.2,0,5.2,59.1,0.4,11.2,13.8,""
"DeAndre Hopkins","WR","KC",0,0,0,0,0,0,0,0,4.3,55.2,0.5,10.7,12.8,""
"Ladd McConkey","WR","LAC",0,0,0,0,0,0,0,0,4.2,57.1,0.4,10.2,12.3," -- Under PP Receiving Yards of 69.5"
"Tyreek Hill","WR","MIA",0,0,0,0,0,1.1,4.8,0,4.9,62.1,0.5,12.1,14.6,""
"Davante Adams","WR","NYJ",0,0,0,0,0,0,0,0,5.2,58.8,0.4,10.9,13.5,""
"Puka Nacua","WR","LAR",0,0,0,0,0,0.3,2.2,0,7.6,95.9,0.5,16.6,20.4," -- Over UD Receiving Yards of 76.5 -- Over PP Receiving Yards of 76.5"
"Khalil Shakir","WR","BUF",0,0,0,0,0,0,0,0,5.5,58.9,0.3,10.4,13.2,""
"Justin Jefferson","WR","MIN",0,0,0,0,0,0.1,0.6,0,5.7,76.6,0.4,13,15.8,""
"Drake London","WR","ATL",0,0,0,0,0,0,0,0,6.1,72.1,0.6,13.9,16.9,""
"Amon-Ra St Brown","WR","DET",0,0,0,0,0,0,0,0,7,79.6,0.7,15.7,19.2,""
"Jayden Reed","WR","GB",0,0,0,0,0,0.8,7.6,0,4,58.4,0.3,10.4,12.4," -- Over UD Receiving Yards of 46.5"
"CeeDee Lamb","WR","DAL",0,0,0,0,0,1,7,0.1,6.6,61.9,0.6,14.4,17.7," -- Under UD Receiving Yards of 70.5 -- Under PP Receiving Yards of 70.5"
"JaMarr Chase","WR","CIN",0,0,0,0,0,0.3,1,0,6.2,90.2,0.9,17.6,20.7,""
"Calvin Ridley","WR","TEN",0,0,0,0,0,0.7,3.3,0,4.9,69.7,0.5,12.8,15.2,""
"Brian Thomas Jr","WR","JAC",0,0,0,0,0,0.4,3.1,0,4,62.5,0.6,12.2,14.2,""
"Mike Evans","WR","TB",0,0,0,0,0,0,0,0,4.6,74.9,0.8,14.6,16.9,""
"Jakobi Meyers","WR","LV",0,0,0,0,0,0.5,3,0,5.6,73.1,0.4,12.8,15.6,""
"Marvin Harrison Jr","WR","ARI",0,0,0,0,0,0,0,0,3.5,53.5,0.7,11.3,13.1,""
"DK Metcalf","WR","SEA",0,0,0,0,0,0,0,0,4.6,66,0.4,11.3,13.6,""
"George Pickens","WR","PIT",0,0,0,0,0,0,0,0,4.8,80.9,0.5,13.5,15.9,""
"Jerry Jeudy","WR","CLE",0,0,0,0,0,0,0,0,4.6,83.6,0.4,13.1,15.4," -- Over UD Receiving Yards of 65.5"
"DeVonta Smith","WR","PHI",0,0,0,0,0,0,0,0,4.9,55.3,0.4,10.4,12.8,""
"Xavier Legette","WR","CAR",0,0,0,0,0,0.3,2,0,3.3,41.2,0.3,7.8,9.4,""
"Darius Slayton","WR","NYG",0,0,0,0,0,0,0,0,2.4,38.1,0.2,6.2,7.4,""
"Kevin Austin","WR","NO",0,0,0,0,0,0.4,4.5,0,2.6,37.4,0.3,7.3,8.6,""
"Jauan Jennings","WR","SF",0,0,0,0,0,0,0,0,4.7,57.5,0.4,10.5,12.9,""
"Keenan Allen","WR","CHI",0,0,0,0,0,0,0,0,4.9,55.1,0.4,10.4,12.8,""
"Xavier Worthy","WR","KC",0,0,0,0,0,0.6,3.9,0,2.5,31.3,0.3,6.6,7.8," -- Under PP Receiving Yards of 38.5"
"Quentin Johnston","WR","LAC",0,0,0,0,0,0,0,0,2.4,38,0.5,8,9.2,""
"Jaylen Waddle","WR","MIA",0,0,0,0,0,0.4,1.2,0,3.6,52.5,0.3,9,10.8,""
"Garrett Wilson","WR","NYJ",0,0,0,0,0,0.3,0.9,0,5.2,53.5,0.4,10.4,13,""
"Cooper Kupp","WR","LAR",0,0,0,0,0,0.4,1.7,0,7.7,75.6,0.6,15.2,19,""
"Amari Cooper","WR","BUF",0,0,0,0,0,0,0,0,2.8,43,0.6,9.3,10.7,""
"Jordan Addison","WR","MIN",0,0,0,0,0,0.4,2.5,0.1,3.9,61.2,0.5,11.9,13.9,""
"Darnell Mooney","WR","ATL",0,0,0,0,0,0,0,0,4.3,61.2,0.5,11.3,13.4,""
"Jameson Williams","WR","DET",0,0,0,0,0,0.6,4.1,0,3.4,65.6,0.3,10.5,12.2," -- Over UD Receiving Yards of 47.5 -- Over PP Receiving Yards of 49.5"
"Christian Watson","WR","GB",0,0,0,0,0,0,0,0,2.5,52.4,0.3,8.3,9.5," -- Over UD Receiving Yards of 41.5"
"KaVontae Turpin","WR","DAL",0,0,0,0,0,0.5,4,0,2.7,28.7,0.3,6.4,7.8,""
"Tee Higgins","WR","CIN",0,0,0,0,0,0,0,0,6.1,73.7,0.7,14.6,17.7,""
"Nick Westbrook-Ikhine","WR","TEN",0,0,0,0,0,0,0,0,3.1,64,0.6,11.6,13.1,""
"Parker Washington","WR","JAC",0,0,0,0,0,0,0,0,2.5,46,0.3,7.7,8.9,""
"Sterling Shepard","WR","TB",0,0,0,0,0,0.6,5.2,0,3.3,23.8,0.2,5.8,7.4,""
"Tre Tucker","WR","LV",0,0,0,0,0,0.8,4.4,0.1,2.8,38.4,0.2,7.5,8.9,""
"Michael Wilson","WR","ARI",0,0,0,0,0,0,0,0,2.9,34.2,0.4,7.3,8.7,""
"Jaxon Smith-Njigba","WR","SEA",0,0,0,0,0,0.2,1,0,5.6,64.1,0.5,12.3,15.1,""
"Mike Williams","WR","PIT",0,0,0,0,0,0,0,0,1,17.4,0.3,4,4.5,""
"Cedric Tillman","WR","CLE",0,0,0,0,0,0,0,0,3.8,54.3,0.4,9.7,11.6,""
"Jahan Dotson","WR","PHI",0,0,0,0,0,0.2,1.5,0,1.1,12.4,0.1,2.5,3.1,""
"David Moore","WR","CAR",0,0,0,0,0,0,0,0,3,31.3,0.2,5.8,7.3,""
"WanDale Robinson","WR","NYG",0,0,0,0,0,0.3,2.4,0,4.2,27.5,0.3,6.9,9,""
"Cedrick Wilson","WR","NO",0,0,0,0,0,0,0,0,1.9,19,0.2,4.1,5,""
"Ricky Pearsall","WR","SF",0,0,0,0,0,0.9,7.1,0,2.4,32.1,0.3,6.9,8.1,""
"Rome Odunze","WR","CHI",0,0,0,0,0,0.3,1.6,0,3.4,43.5,0.2,7.4,9.1,""
"Justin Watson","WR","KC",0,0,0,0,0,0,0,0,1.4,21.5,0.1,3.5,4.2,""
"Joshua Palmer","WR","LAC",0,0,0,0,0,0,0,0,2.1,44.7,0.2,6.7,7.8,""
"Malik Washington","WR","MIA",0,0,0,0,0,1.1,6.1,0,1.3,7.7,0.1,2.6,3.3,""
"Malachi Corley","WR","NYJ",0,0,0,0,0,0,0,0,0.4,7.8,0.2,2.2,2.4,""
"Demarcus Robinson","WR","LAR",0,0,0,0,0,0,0,0,2.1,29.7,0.4,6.4,7.5,""
"Mack Hollins","WR","BUF",0,0,0,0,0,0,0,0,2.5,41.4,0.4,7.8,9,""
"Jalen Nailor","WR","MIN",0,0,0,0,0,0,0,0,1.3,12.5,0.3,3.7,4.3,""
"Ray-Ray McCloud","WR","ATL",0,0,0,0,0,0.6,5.3,0,3.6,37.8,0.2,7.3,9.1,""
"Tim Patrick","WR","DET",0,0,0,0,0,0,0,0,2.7,18.4,0.2,4.4,5.7," -- Under UD Receiving Yards of 47.5 -- Under PP Receiving Yards of 21.5 -- Under UD Fantasy Score of 9.25"
"Romeo Doubs","WR","GB",0,0,0,0,0,0,0,0,3.4,42.5,0.2,7.2,8.8,""
"Jalen Tolbert","WR","DAL",0,0,0,0,0,0,0,0,2.9,29.3,0.3,6.2,7.6,""
"Andrei Iosivas","WR","CIN",0,0,0,0,0,0,0,0,1.8,24.8,0.2,4.6,5.5,""
"Tyler Boyd","WR","TEN",0,0,0,0,0,0,0,0,2.9,26.3,0.3,5.9,7.3,""
"Devin Duvernay","WR","JAC",0,0,0,0,0,0.4,1.7,0,1.4,14.7,0.2,3.5,4.2,""
"Jalen McMillan","WR","TB",0,0,0,0,0,0,0,0,1.7,20.5,0.2,4.1,5,""
"DJ Turner","WR","LV",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Greg Dortch","WR","ARI",0,0,0,0,0,0,0,0,1.5,10.9,0.1,2.4,3.2,""
"Tyler Lockett","WR","SEA",0,0,0,0,0,0,0,0,2.5,31.4,0.3,6.2,7.4," -- Under UD Receiving Yards of 63.5"
"Van Jefferson","WR","PIT",0,0,0,0,0,0,0,0,1.6,22.4,0.2,4.2,5,""
"Elijah Moore","WR","CLE",0,0,0,0,0,0,0,0,4.6,45.9,0.2,8.1,10.4,""
"Grant Calcaterra","TE","PHI",0,0,0,0,0,0,0,0,2.8,32.8,0.2,5.9,7.3,""
"Tommy Tremble","TE","CAR",0,0,0,0,0,0,0,0,3,31.6,0.2,5.9,7.4,""
"Daniel Bellinger","TE","NYG",0,0,0,0,0,0,0,0,2,20.2,0.1,3.6,4.6,""
"Juwan Johnson","TE","NO",0,0,0,0,0,0,0,0,3.3,33.8,0.2,6.2,7.9,""
"George Kittle","TE","SF",0,0,0,0,0,0,0,0,6.4,75.6,0.5,13.8,17,""
"Cole Kmet","TE","CHI",0,0,0,0,0,0,0,0,3.6,39.4,0.4,8.1,9.9,""
"Travis Kelce","TE","KC",0,0,0,0,0,0,0,0,5.8,52.2,0.4,10.5,13.4," -- Under UD Receiving Yards of 64.5 -- Under PP Receiving Yards of 64.5"
"Will Dissly","TE","LAC",0,0,0,0,0,0,0,0,5.5,45.9,0.3,9.1,11.9,""
"Jonnu Smith","TE","MIA",0,0,0,0,0,0,0,0,5,61.9,0.5,11.7,14.2,""
"Tyler Conklin","TE","NYJ",0,0,0,0,0,0,0,0,3.6,30.7,0.3,6.7,8.5,""
"Colby Parkinson","TE","LAR",0,0,0,0,0,0,0,0,1.3,14.1,0.2,3.3,3.9,""
"Dawson Knox","TE","BUF",0,0,0,0,0,0,0,0,2.7,35.8,0.3,6.7,8.1,""
"T.J. Hockenson","TE","MIN",0,0,0,0,0,0,0,0,4.3,52.3,0.4,9.8,11.9,""
"Kyle Pitts","TE","ATL",0,0,0,0,0,0,0,0,3.4,45.5,0.3,8,9.8,""
"Sam LaPorta","TE","DET",0,0,0,0,0,0,0,0,4,45.2,0.5,9.5,11.5,""
"Tucker Kraft","TE","GB",0,0,0,0,0,0,0,0,2.6,33.8,0.5,7.7,9," -- Under PP Receptions of 3.5"
"Luke Schoonmaker","TE","DAL",0,0,0,0,0,0,0,0,3.8,30.2,0.3,6.7,8.6,""
"Mike Gesicki","TE","CIN",0,0,0,0,0,0,0,0,3.6,40.4,0.2,7,8.8,""
"Chigoziem Okonkwo","TE","TEN",0,0,0,0,0,0,0,0,2.3,26.2,0.3,5.6,6.7,""
"Evan Engram","TE","JAC",0,0,0,0,0,0,0,0,7,49.1,0.3,10.2,13.7,""
"Cade Otton","TE","TB",0,0,0,0,0,0,0,0,5.8,57.4,0.4,11,13.9,""
"Brock Bowers","TE","LV",0,0,0,0,0,0,0,0,7.1,85.1,0.5,15.1,18.6,""
"Trey McBride","TE","ARI",0,0,0,0,0,0,0,0,5.8,66.3,0.3,11.3,14.2,""
"Noah Fant","TE","SEA",0,0,0,0,0,0,0,0,2.7,26.4,0.2,5.2,6.5,""
"Pat Freiermuth","TE","PIT",0,0,0,0,0,0,0,0,3.3,37.8,0.5,8.4,10.1,""
"David Njoku","TE","CLE",0,0,0,0,0,0,0,0,5.6,50.2,0.6,11.4,14.2,""
,,"GB",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Feleipe Franks","TE","CAR",0,0,0,0,0,0,0,0,0.7,7.5,0.1,1.7,2,""
"Chris Manhertz","TE","NYG",0,0,0,0,0,0,0,0,0.7,8.9,0.2,2.4,2.8,""
"Foster Moreau","TE","NO",0,0,0,0,0,0,0,0,1.6,17.1,0.2,3.7,4.5,""
"Noah Gray","TE","KC",0,0,0,0,0,0,0,0,2.5,28.9,0.4,6.5,7.8,""
"Stone Smartt","TE","LAC",0,0,0,0,0,0,0,0,0.7,11.7,0.1,2.1,2.5,""
"Julian Hill","TE","MIA",0,0,0,0,0,0,0,0,0.9,9.2,0.1,2,2.4,""
"Jeremy Ruckert","TE","NYJ",0,0,0,0,0,0,0,0,1.5,8,0.1,2.2,2.9,""
"Davis Allen","TE","LAR",0,0,0,0,0,0,0,0,1.1,8.2,0.2,2.6,3.1,""
"Quintin Morris","TE","BUF",0,0,0,0,0,0,0,0,0.9,11,0.1,2.2,2.6,""
"Johnny Mundt","TE","MIN",0,0,0,0,0,0,0,0,2.4,9.5,0.2,3.4,4.6,""
"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,1,9,0.1,2,2.5,""
"Brevyn Spann-Ford","TE","DAL",0,0,0,0,0,0,0,0,1.7,12.8,0.2,3.3,4.2,""
"Tanner Hudson","TE","CIN",0,0,0,0,0,0,0,0,2.3,16.1,0.2,4,5.1,""
"Josh Whyle","TE","TEN",0,0,0,0,0,0,0,0,1.9,13.4,0.1,2.9,3.8,""
"Brenton Strange","TE","JAC",0,0,0,0,0,0,0,0,1.8,24.9,0.3,5.2,6.1,""
"Payne Durham","TE","TB",0,0,0,0,0,0,0,0,0.6,7.4,0.1,1.6,1.9,""
"Michael Mayer","TE","LV",0,0,0,0,0,0,0,0,1.2,8.2,0.2,2.6,3.2,""
"Elijah Higgins","TE","ARI",0,0,0,0,0,0,0,0,1.6,14.1,0.1,2.8,3.6,""
"AJ Barner","TE","SEA",0,0,0,0,0,0,0,0,1.4,10.3,0.2,2.9,3.6,""
"Darnell Washington","TE","PIT",0,0,0,0,0,0,0,0,1.5,19.4,0.2,3.9,4.6,""
"Jordan Akins","TE","CLE",0,0,0,0,0,0,0,0,2.4,27.6,0.2,5.2,6.4,""
